region,year,party_raw,votes,vote_share_pct,seats,vote_delta,vote_share_delta_pct,seats_delta,total_votes_cast,total_valid_votes,total_seats,invalid_votes_total,source_url,region_name,party_code,party_name,election_type,source_type,value
KU071,2012,True Finns,328,9.9,3,-7,0.5,1,3335,3322,27,13,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_071.html,Haapavesi,PS,Perussuomalaiset,municipal,official_html,328
KU071,2012,Social Democratic Party of Finland,117,3.5,1,2,0.3,1,3335,3322,27,13,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_071.html,Haapavesi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,117
KU071,2012,Left Alliance,421,12.7,3,-41,-0.3,-1,3335,3322,27,13,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_071.html,Haapavesi,VAS,Vasemmistoliitto,municipal,official_html,421
KU071,2012,Green League,51,1.5,0,-49,-1.3,0,3335,3322,27,13,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_071.html,Haapavesi,VIHR,Vihreä liitto,municipal,official_html,51
KU071,2012,Vapaat vaikuttajat,155,4.7,1,155,4.7,1,3335,3322,27,13,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_071.html,Haapavesi,Vapaat vaikuttajat,Vapaat vaikuttajat,municipal,official_html,155
KU072,2012,Center Party of Finland,223,35.0,6,-70,-12.9,-2,641,638,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_072.html,Hailuoto,KESK,Suomen Keskusta,municipal,official_html,223
KU072,2012,National Coalition Party,110,17.2,3,-7,-1.9,0,641,638,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_072.html,Hailuoto,KOK,Kansallinen Kokoomus,municipal,official_html,110
KU072,2012,True Finns,110,17.2,3,110,17.2,3,641,638,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_072.html,Hailuoto,PS,Perussuomalaiset,municipal,official_html,110
KU072,2012,Social Democratic Party of Finland,103,16.1,3,16,1.9,1,641,638,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_072.html,Hailuoto,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,103
KU072,2012,SaariryhmÃ¤,56,8.8,1,56,8.8,1,641,638,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_072.html,Hailuoto,SaariryhmÃ¤,SaariryhmÃ¤,municipal,official_html,56
KU072,2012,Left Alliance,36,5.6,1,-79,-13.1,-3,641,638,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_072.html,Hailuoto,VAS,Vasemmistoliitto,municipal,official_html,36
KU074,2012,Constituency association Timo Kalliokoski,7,1.0,0,7,1.0,0,710,707,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_074.html,Halsua,Constituency association Timo Kalliokoski,Constituency association Timo Kalliokoski,municipal,official_html,7
KU074,2012,Christian Democrats in Finland,68,9.6,1,11,2.1,0,710,707,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_074.html,Halsua,KD,Suomen Kristillisdemokraatit,municipal,official_html,68
KU074,2012,Center Party of Finland,435,61.5,12,-47,-1.8,0,710,707,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_074.html,Halsua,KESK,Suomen Keskusta,municipal,official_html,435
KU074,2012,True Finns,176,24.9,4,29,5.6,1,710,707,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_074.html,Halsua,PS,Perussuomalaiset,municipal,official_html,176
KU074,2012,Social Democratic Party of Finland,21,3.0,0,-45,-5.7,-1,710,707,17,3,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_074.html,Halsua,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,21
KU075,2012,Communist Workers Party - For Peace and Socialism,13,0.1,0,1,0.0,0,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,Communist Workers Party - For Peace and Socialism,Communist Workers Party - For Peace and Socialism,municipal,official_html,13
KU075,2012,Constituency association Aulis Soukka,28,0.3,0,28,0.3,0,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,Constituency association Aulis Soukka,Constituency association Aulis Soukka,municipal,official_html,28
KU075,2012,Haminan Sitoutumattomat,109,1.1,0,109,1.1,0,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,Haminan Sitoutumattomat,Haminan Sitoutumattomat,municipal,official_html,109
KU075,2012,Christian Democrats in Finland,680,7.0,3,257,3.0,1,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,KD,Suomen Kristillisdemokraatit,municipal,official_html,680
KU075,2012,Center Party of Finland,1882,19.3,9,175,3.3,2,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,KESK,Suomen Keskusta,municipal,official_html,1882
KU075,2012,National Coalition Party,2587,26.6,12,-1170,-8.7,-4,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,KOK,Kansallinen Kokoomus,municipal,official_html,2587
KU075,2012,True Finns,1294,13.3,6,885,9.4,5,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,PS,Perussuomalaiset,municipal,official_html,1294
KU075,2012,Social Democratic Party of Finland,2222,22.8,10,-281,-0.7,0,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,2222
KU075,2012,Left Alliance,306,3.1,1,-907,-8.2,-4,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,VAS,Vasemmistoliitto,municipal,official_html,306
KU075,2012,Green League,620,6.4,2,62,1.1,0,9799,9741,43,58,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_075.html,Hamina,VIHR,Vihreä liitto,municipal,official_html,620
KU077,2012,Christian Democrats in Finland,151,5.4,1,-41,-1.2,-1,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,KD,Suomen Kristillisdemokraatit,municipal,official_html,151
KU077,2012,Center Party of Finland,1242,44.0,13,19,2.5,1,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,KESK,Suomen Keskusta,municipal,official_html,1242
KU077,2012,National Coalition Party,175,6.2,1,-67,-2.0,-1,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,KOK,Kansallinen Kokoomus,municipal,official_html,175
KU077,2012,True Finns,390,13.8,4,210,7.7,3,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,PS,Perussuomalaiset,municipal,official_html,390
KU077,2012,Social Democratic Party of Finland,482,17.1,5,-127,-3.6,-1,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,482
KU077,2012,Left Alliance,347,12.3,3,-126,-3.8,-1,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,VAS,Vasemmistoliitto,municipal,official_html,347
KU077,2012,Green League,33,1.2,0,33,1.2,0,2830,2820,27,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_077.html,Hankasalmi,VIHR,Vihreä liitto,municipal,official_html,33
KU078,2012,Communist Party of Finland,14,0.3,0,14,0.3,0,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,Communist Party of Finland,Communist Party of Finland,municipal,official_html,14
KU078,2012,Christian Democrats in Finland,169,3.7,1,-50,-0.9,0,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,KD,Suomen Kristillisdemokraatit,municipal,official_html,169
KU078,2012,Center Party of Finland,133,2.9,1,-197,-4.0,-1,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,KESK,Suomen Keskusta,municipal,official_html,133
KU078,2012,National Coalition Party,495,10.8,4,68,1.8,1,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,KOK,Kansallinen Kokoomus,municipal,official_html,495
KU078,2012,True Finns,341,7.4,2,341,7.4,2,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,PS,Perussuomalaiset,municipal,official_html,341
KU078,2012,Social Democratic Party of Finland,1476,32.2,12,-128,-1.4,-1,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,1476
KU078,2012,Swedish People's Party in Finland,1428,31.1,11,-213,-3.2,-2,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,Swedish People's Party in Finland,Swedish People's Party in Finland,municipal,official_html,1428
KU078,2012,Left Alliance,500,10.9,4,44,1.4,1,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,VAS,Vasemmistoliitto,municipal,official_html,500
KU078,2012,Green League,33,0.7,0,-68,-1.4,0,4614,4589,35,25,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_078.html,Hanko,VIHR,Vihreä liitto,municipal,official_html,33
KU079,2012,Christian Democrats in Finland,163,4.7,1,6,0.4,-1,3528,3501,27,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_079.html,Harjavalta,KD,Suomen Kristillisdemokraatit,municipal,official_html,163
KU079,2012,Center Party of Finland,242,6.9,2,-72,-1.6,0,3528,3501,27,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_079.html,Harjavalta,KESK,Suomen Keskusta,municipal,official_html,242
KU079,2012,National Coalition Party,824,23.5,7,-10,0.9,1,3528,3501,27,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_079.html,Harjavalta,KOK,Kansallinen Kokoomus,municipal,official_html,824
KU079,2012,True Finns,323,9.2,2,199,5.9,2,3528,3501,27,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_079.html,Harjavalta,PS,Perussuomalaiset,municipal,official_html,323
KU079,2012,Social Democratic Party of Finland,1362,38.9,11,-276,-5.5,-2,3528,3501,27,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_079.html,Harjavalta,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,1362
KU079,2012,Left Alliance,587,16.8,4,-34,-0.1,0,3528,3501,27,27,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_079.html,Harjavalta,VAS,Vasemmistoliitto,municipal,official_html,587
KU081,2012,Center Party of Finland,635,37.8,8,-41,-1.1,-1,1693,1682,21,11,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_081.html,Hartola,KESK,Suomen Keskusta,municipal,official_html,635
KU081,2012,National Coalition Party,443,26.3,6,-61,-2.6,0,1693,1682,21,11,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_081.html,Hartola,KOK,Kansallinen Kokoomus,municipal,official_html,443
KU081,2012,True Finns,237,14.1,3,237,14.1,3,1693,1682,21,11,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_081.html,Hartola,PS,Perussuomalaiset,municipal,official_html,237
KU081,2012,Social Democratic Party of Finland,310,18.4,4,-92,-4.7,-1,1693,1682,21,11,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_081.html,Hartola,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,310
KU081,2012,Left Alliance,57,3.4,0,-51,-2.8,-1,1693,1682,21,11,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_081.html,Hartola,VAS,Vasemmistoliitto,municipal,official_html,57
KU082,2012,Christian Democrats in Finland,111,2.4,1,-60,-1.4,-1,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,KD,Suomen Kristillisdemokraatit,municipal,official_html,111
KU082,2012,Center Party of Finland,1035,22.1,8,382,7.8,4,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,KESK,Suomen Keskusta,municipal,official_html,1035
KU082,2012,National Coalition Party,1327,28.4,10,-296,-7.3,-3,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,KOK,Kansallinen Kokoomus,municipal,official_html,1327
KU082,2012,True Finns,795,17.0,6,795,17.0,6,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,PS,Perussuomalaiset,municipal,official_html,795
KU082,2012,Social Democratic Party of Finland,1114,23.8,9,-224,-5.6,-1,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,1114
KU082,2012,Left Alliance,94,2.0,0,-44,-1.0,-1,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,VAS,Vasemmistoliitto,municipal,official_html,94
KU082,2012,Green League,202,4.3,1,77,1.6,0,4724,4678,35,46,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_082.html,Hattula,VIHR,Vihreä liitto,municipal,official_html,202
KU086,2012,Christian Democrats in Finland,179,4.8,1,-43,-0.9,-1,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,KD,Suomen Kristillisdemokraatit,municipal,official_html,179
KU086,2012,Center Party of Finland,995,26.5,10,-149,-2.9,-1,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,KESK,Suomen Keskusta,municipal,official_html,995
KU086,2012,National Coalition Party,844,22.5,8,-143,-2.9,-1,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,KOK,Kansallinen Kokoomus,municipal,official_html,844
KU086,2012,True Finns,519,13.8,5,428,11.5,5,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,PS,Perussuomalaiset,municipal,official_html,519
KU086,2012,Social Democratic Party of Finland,942,25.1,9,-264,-5.9,-2,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,942
KU086,2012,Left Alliance,120,3.2,1,-23,-0.5,0,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,VAS,Vasemmistoliitto,municipal,official_html,120
KU086,2012,Green League,156,4.2,1,52,1.5,0,3777,3755,35,22,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_086.html,Hausjärvi,VIHR,Vihreä liitto,municipal,official_html,156
KU090,2012,Christian Democrats in Finland,140,6.7,1,-6,0.1,0,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,KD,Suomen Kristillisdemokraatit,municipal,official_html,140
KU090,2012,Center Party of Finland,515,24.7,6,-290,-11.7,-5,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,KESK,Suomen Keskusta,municipal,official_html,515
KU090,2012,National Coalition Party,448,21.5,5,230,11.6,3,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,KOK,Kansallinen Kokoomus,municipal,official_html,448
KU090,2012,True Finns,340,16.3,3,258,12.6,2,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,PS,Perussuomalaiset,municipal,official_html,340
KU090,2012,Social Democratic Party of Finland,437,21.0,5,-135,-4.9,-1,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,437
KU090,2012,Left Alliance,66,3.2,0,-45,-1.9,-3,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,VAS,Vasemmistoliitto,municipal,official_html,66
KU090,2012,Yhteislista A sitoutumattomat,136,6.5,1,136,6.5,1,2089,2082,21,7,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_090.html,Heinävesi,Yhteislista A sitoutumattomat,Yhteislista A sitoutumattomat,municipal,official_html,136
KU091,2012,Communist Party of Finland,3777,1.3,1,-770,-0.3,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Communist Party of Finland,Communist Party of Finland,municipal,official_html,3777
KU091,2012,Communist Workers Party - For Peace and Socialism,98,0.0,0,-46,-0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Communist Workers Party - For Peace and Socialism,Communist Workers Party - For Peace and Socialism,municipal,official_html,98
KU091,2012,Constituency association Damian Pankola,6,0.0,0,6,0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Constituency association Damian Pankola,Constituency association Damian Pankola,municipal,official_html,6
KU091,2012,Constituency association Jaakko Katajisto,22,0.0,0,22,0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Constituency association Jaakko Katajisto,Constituency association Jaakko Katajisto,municipal,official_html,22
KU091,2012,Edistyspuolueen yhteislista,139,0.0,0,139,0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Edistyspuolueen yhteislista,Edistyspuolueen yhteislista,municipal,official_html,139
KU091,2012,For The Poor,245,0.1,0,-438,-0.2,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,For The Poor,For The Poor,municipal,official_html,245
KU091,2012,Independence Party,221,0.1,0,-107,-0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,IND,Independence Party,municipal,official_html,221
KU091,2012,Christian Democrats in Finland,6298,2.2,2,-1454,-0.6,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,KD,Suomen Kristillisdemokraatit,municipal,official_html,6298
KU091,2012,Center Party of Finland,10415,3.6,3,-1418,-0.6,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,KESK,Suomen Keskusta,municipal,official_html,10415
KU091,2012,National Coalition Party,76813,26.9,23,-4392,-2.3,-3,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,KOK,Kansallinen Kokoomus,municipal,official_html,76813
KU091,2012,Labour Party of Finland,277,0.1,0,-176,-0.1,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Labour Party of Finland,Labour Party of Finland,municipal,official_html,277
KU091,2012,Liberaalisen puolueen yhteislista,83,0.0,0,83,0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Liberaalisen puolueen yhteislista,Liberaalisen puolueen yhteislista,municipal,official_html,83
KU091,2012,Maailmanpuolue - Helsinki / VÃ¤rldspartiet - Helsingfors -yhteislista,30,0.0,0,30,0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Maailmanpuolue - Helsinki / VÃ¤rldspartiet - Helsingfors -yhteislista,Maailmanpuolue - Helsinki / VÃ¤rldspartiet - Helsingfors -yhteislista,municipal,official_html,30
KU091,2012,Change 2011,136,0.0,0,136,0.0,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,OTHER,Change 2011,municipal,official_html,136
KU091,2012,Pirate Party,1987,0.7,0,1987,0.7,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,PP,Pirate Party,municipal,official_html,1987
KU091,2012,True Finns,26816,9.4,8,12086,4.1,4,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,PS,Perussuomalaiset,municipal,official_html,26816
KU091,2012,Social Democratic Party of Finland,48070,16.8,15,-1586,-1.0,-1,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,48070
KU091,2012,Swedish People's Party in Finland,17275,6.1,5,-89,-0.2,0,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,Swedish People's Party in Finland,Swedish People's Party in Finland,municipal,official_html,17275
KU091,2012,Left Alliance,28906,10.1,9,5504,1.7,2,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,VAS,Vasemmistoliitto,municipal,official_html,28906
KU091,2012,Green League,63753,22.3,19,-803,-0.9,-2,286787,285367,85,1420,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_091.html,Helsinki,VIHR,Vihreä liitto,municipal,official_html,63753
KU092,2012,Communist Party of Finland,214,0.3,0,-138,-0.2,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,Communist Party of Finland,Communist Party of Finland,municipal,official_html,214
KU092,2012,Communist Workers Party - For Peace and Socialism,104,0.1,0,6,0.0,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,Communist Workers Party - For Peace and Socialism,Communist Workers Party - For Peace and Socialism,municipal,official_html,104
KU092,2012,Independence Party,59,0.1,0,26,0.0,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,IND,Independence Party,municipal,official_html,59
KU092,2012,Christian Democrats in Finland,2865,3.5,2,-86,-0.1,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,KD,Suomen Kristillisdemokraatit,municipal,official_html,2865
KU092,2012,Center Party of Finland,4050,5.0,3,-466,-0.6,-1,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,KESK,Suomen Keskusta,municipal,official_html,4050
KU092,2012,National Coalition Party,20590,25.4,18,-2006,-2.7,-2,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,KOK,Kansallinen Kokoomus,municipal,official_html,20590
KU092,2012,Labour Party of Finland,28,0.0,0,-68,-0.1,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,Labour Party of Finland,Labour Party of Finland,municipal,official_html,28
KU092,2012,Change 2011,86,0.1,0,86,0.1,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,OTHER,Change 2011,municipal,official_html,86
KU092,2012,Pirate Party,238,0.3,0,238,0.3,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,PP,Pirate Party,municipal,official_html,238
KU092,2012,True Finns,12741,15.7,11,4893,6.0,4,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,PS,Perussuomalaiset,municipal,official_html,12741
KU092,2012,Pro Vantaa ry:n yhteislista,148,0.2,0,148,0.2,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,Pro Vantaa ry:n yhteislista,Pro Vantaa ry:n yhteislista,municipal,official_html,148
KU092,2012,Social Democratic Party of Finland,21084,26.0,18,485,0.4,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,SDP,Suomen Sosialidemokraattinen Puolue,municipal,official_html,21084
KU092,2012,Swedish People's Party in Finland,2592,3.2,2,-246,-0.3,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,Swedish People's Party in Finland,Swedish People's Party in Finland,municipal,official_html,2592
KU092,2012,Left Alliance,5139,6.3,4,-1090,-1.4,-1,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,VAS,Vasemmistoliitto,municipal,official_html,5139
KU092,2012,Green League,11011,13.6,9,-139,-0.3,0,81387,80949,67,438,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_092.html,Vantaa,VIHR,Vihreä liitto,municipal,official_html,11011
KU097,2012,Hirvensalmi - ItsenÃ¤inenKuntaLiike,174,13.4,3,174,13.4,3,1313,1303,21,10,https://tulospalvelu.vaalit.fi/KV-2012/en/kutulos_097.html,Hirvensalmi,Hirvensalmi - ItsenÃ¤inenKuntaLiike,Hirvensalmi - ItsenÃ¤inenKuntaLiike,municipal,official_html,174
