year,value,region_code,region_name
1987,6.0,SSS,KOKO MAA
1988,5.2,SSS,KOKO MAA
1989,4.4,SSS,KOKO MAA
1990,5.7,SSS,KOKO MAA
1991,12.1,SSS,KOKO MAA
1992,18.0,SSS,KOKO MAA
1993,22.2,SSS,KOKO MAA
1994,20.4,SSS,KOKO MAA
1995,19.8,SSS,KOKO MAA
1996,19.4,SSS,KOKO MAA
1997,16.7,SSS,KOKO MAA
1998,15.1,SSS,KOKO MAA
1999,14.1,SSS,KOKO MAA
2000,12.6,SSS,KOKO MAA
2001,12.4,SSS,KOKO MAA
2002,12.0,SSS,KOKO MAA
2003,12.0,SSS,KOKO MAA
2004,11.8,SSS,KOKO MAA
2005,11.1,SSS,KOKO MAA
2006,9.7,SSS,KOKO MAA
2007,8.5,SSS,KOKO MAA
2008,9.0,SSS,KOKO MAA
2009,11.6,SSS,KOKO MAA
2010,10.4,SSS,KOKO MAA
2011,9.9,SSS,KOKO MAA
2012,10.8,SSS,KOKO MAA
2013,12.6,SSS,KOKO MAA
2014,13.9,SSS,KOKO MAA
2015,14.4,SSS,KOKO MAA
2016,13.6,SSS,KOKO MAA
2017,11.4,SSS,KOKO MAA
2018,9.8,SSS,KOKO MAA
2019,9.9,SSS,KOKO MAA
2020,13.5,SSS,KOKO MAA
2021,10.4,SSS,KOKO MAA
2022,9.8,SSS,KOKO MAA
2023,11.0,SSS,KOKO MAA
2024,11.9,SSS,KOKO MAA
1987,5.8,KU020,Akaa
1988,5.3,KU020,Akaa
1989,4.0,KU020,Akaa
1990,6.7,KU020,Akaa
1991,15.1,KU020,Akaa
1992,20.3,KU020,Akaa
1993,24.9,KU020,Akaa
1994,22.4,KU020,Akaa
1995,22.9,KU020,Akaa
1996,22.9,KU020,Akaa
1997,19.5,KU020,Akaa
1998,17.8,KU020,Akaa
1999,17.8,KU020,Akaa
2000,15.4,KU020,Akaa
2001,14.4,KU020,Akaa
2002,13.8,KU020,Akaa
2003,14.4,KU020,Akaa
2004,13.7,KU020,Akaa
2005,14.1,KU020,Akaa
2006,11.3,KU020,Akaa
2007,9.3,KU020,Akaa
2008,9.9,KU020,Akaa
2009,14.7,KU020,Akaa
2010,11.5,KU020,Akaa
2011,11.0,KU020,Akaa
2012,11.8,KU020,Akaa
2013,14.4,KU020,Akaa
2014,15.1,KU020,Akaa
2015,15.5,KU020,Akaa
2016,14.7,KU020,Akaa
2017,10.0,KU020,Akaa
2018,8.6,KU020,Akaa
2019,8.2,KU020,Akaa
2020,12.9,KU020,Akaa
2021,8.8,KU020,Akaa
2022,8.6,KU020,Akaa
2023,10.9,KU020,Akaa
2024,10.9,KU020,Akaa
1987,8.1,KU005,Alajärvi
1988,8.8,KU005,Alajärvi
1989,7.6,KU005,Alajärvi
1990,8.7,KU005,Alajärvi
1991,16.3,KU005,Alajärvi
1992,21.7,KU005,Alajärvi
1993,25.9,KU005,Alajärvi
1994,20.9,KU005,Alajärvi
1995,21.8,KU005,Alajärvi
1996,19.8,KU005,Alajärvi
1997,16.5,KU005,Alajärvi
1998,15.9,KU005,Alajärvi
1999,16.5,KU005,Alajärvi
2000,14.8,KU005,Alajärvi
2001,16.0,KU005,Alajärvi
2002,13.6,KU005,Alajärvi
2003,13.3,KU005,Alajärvi
2004,15.1,KU005,Alajärvi
2005,12.2,KU005,Alajärvi
2006,9.8,KU005,Alajärvi
2007,9.2,KU005,Alajärvi
2008,11.0,KU005,Alajärvi
2009,14.9,KU005,Alajärvi
2010,11.6,KU005,Alajärvi
2011,11.5,KU005,Alajärvi
2012,12.3,KU005,Alajärvi
2013,14.5,KU005,Alajärvi
2014,14.6,KU005,Alajärvi
2015,14.8,KU005,Alajärvi
2016,14.0,KU005,Alajärvi
2017,11.9,KU005,Alajärvi
2018,10.2,KU005,Alajärvi
2019,9.4,KU005,Alajärvi
2020,12.4,KU005,Alajärvi
2021,8.5,KU005,Alajärvi
2022,8.3,KU005,Alajärvi
2023,8.5,KU005,Alajärvi
2024,8.1,KU005,Alajärvi
1987,7.4,KU009,Alavieska
1988,5.8,KU009,Alavieska
1989,4.3,KU009,Alavieska
1990,6.4,KU009,Alavieska
1991,14.3,KU009,Alavieska
1992,20.2,KU009,Alavieska
1993,23.8,KU009,Alavieska
1994,20.0,KU009,Alavieska
1995,21.2,KU009,Alavieska
1996,20.8,KU009,Alavieska
1997,16.3,KU009,Alavieska
1998,16.0,KU009,Alavieska
1999,12.7,KU009,Alavieska
2000,11.7,KU009,Alavieska
2001,12.2,KU009,Alavieska
2002,11.7,KU009,Alavieska
2003,10.2,KU009,Alavieska
2004,12.5,KU009,Alavieska
2005,9.3,KU009,Alavieska
2006,9.1,KU009,Alavieska
2007,7.3,KU009,Alavieska
2008,11.4,KU009,Alavieska
2009,14.0,KU009,Alavieska
2010,11.8,KU009,Alavieska
2011,10.6,KU009,Alavieska
2012,12.3,KU009,Alavieska
2013,13.9,KU009,Alavieska
2014,14.3,KU009,Alavieska
2015,14.7,KU009,Alavieska
2016,11.0,KU009,Alavieska
2017,8.8,KU009,Alavieska
2018,7.8,KU009,Alavieska
2019,8.9,KU009,Alavieska
2020,11.5,KU009,Alavieska
2021,7.9,KU009,Alavieska
2022,10.1,KU009,Alavieska
2023,11.7,KU009,Alavieska
2024,9.5,KU009,Alavieska
1987,7.2,KU010,Alavus
1988,5.9,KU010,Alavus
1989,5.5,KU010,Alavus
1990,6.1,KU010,Alavus
1991,11.6,KU010,Alavus
1992,17.5,KU010,Alavus
1993,23.7,KU010,Alavus
1994,20.4,KU010,Alavus
1995,21.4,KU010,Alavus
1996,19.2,KU010,Alavus
1997,15.6,KU010,Alavus
1998,15.8,KU010,Alavus
1999,12.8,KU010,Alavus
2000,11.9,KU010,Alavus
2001,12.8,KU010,Alavus
2002,13.3,KU010,Alavus
2003,12.5,KU010,Alavus
2004,12.1,KU010,Alavus
2005,10.0,KU010,Alavus
2006,8.7,KU010,Alavus
2007,7.9,KU010,Alavus
2008,10.5,KU010,Alavus
2009,12.5,KU010,Alavus
2010,9.2,KU010,Alavus
2011,9.2,KU010,Alavus
2012,9.5,KU010,Alavus
2013,10.3,KU010,Alavus
2014,10.8,KU010,Alavus
2015,12.8,KU010,Alavus
2016,11.4,KU010,Alavus
2017,10.3,KU010,Alavus
2018,7.8,KU010,Alavus
2019,8.6,KU010,Alavus
2020,10.0,KU010,Alavus
2021,7.1,KU010,Alavus
2022,7.0,KU010,Alavus
2023,10.7,KU010,Alavus
2024,12.2,KU010,Alavus
1987,4.1,KU016,Asikkala
1988,2.9,KU016,Asikkala
1989,2.4,KU016,Asikkala
1990,4.4,KU016,Asikkala
1991,10.5,KU016,Asikkala
1992,15.0,KU016,Asikkala
1993,20.9,KU016,Asikkala
1994,18.6,KU016,Asikkala
1995,16.7,KU016,Asikkala
1996,17.6,KU016,Asikkala
1997,15.8,KU016,Asikkala
1998,14.4,KU016,Asikkala
1999,13.8,KU016,Asikkala
2000,12.3,KU016,Asikkala
2001,12.0,KU016,Asikkala
2002,11.5,KU016,Asikkala
2003,13.1,KU016,Asikkala
2004,13.8,KU016,Asikkala
2005,12.7,KU016,Asikkala
2006,11.1,KU016,Asikkala
2007,9.8,KU016,Asikkala
2008,9.5,KU016,Asikkala
2009,11.8,KU016,Asikkala
2010,10.0,KU016,Asikkala
2011,9.3,KU016,Asikkala
2012,10.1,KU016,Asikkala
2013,11.7,KU016,Asikkala
2014,13.9,KU016,Asikkala
2015,13.6,KU016,Asikkala
2016,12.2,KU016,Asikkala
2017,12.3,KU016,Asikkala
2018,10.4,KU016,Asikkala
2019,9.4,KU016,Asikkala
2020,12.4,KU016,Asikkala
2021,10.4,KU016,Asikkala
2022,8.9,KU016,Asikkala
2023,12.2,KU016,Asikkala
2024,12.1,KU016,Asikkala
1987,2.3,KU018,Askola
1988,2.1,KU018,Askola
1989,2.5,KU018,Askola
1990,2.5,KU018,Askola
1991,6.8,KU018,Askola
1992,14.9,KU018,Askola
1993,17.9,KU018,Askola
1994,15.7,KU018,Askola
1995,14.6,KU018,Askola
1996,13.3,KU018,Askola
1997,12.0,KU018,Askola
1998,9.7,KU018,Askola
1999,7.9,KU018,Askola
2000,6.6,KU018,Askola
2001,8.4,KU018,Askola
2002,7.1,KU018,Askola
2003,6.9,KU018,Askola
2004,6.9,KU018,Askola
2005,6.4,KU018,Askola
2006,5.7,KU018,Askola
2007,4.6,KU018,Askola
2008,5.4,KU018,Askola
2009,8.0,KU018,Askola
2010,7.1,KU018,Askola
2011,6.7,KU018,Askola
2012,7.0,KU018,Askola
2013,8.4,KU018,Askola
2014,9.6,KU018,Askola
2015,10.2,KU018,Askola
2016,8.8,KU018,Askola
2017,7.8,KU018,Askola
2018,7.2,KU018,Askola
2019,6.8,KU018,Askola
2020,10.0,KU018,Askola
2021,8.3,KU018,Askola
2022,6.8,KU018,Askola
2023,7.5,KU018,Askola
2024,7.7,KU018,Askola
1987,4.2,KU019,Aura
1988,2.6,KU019,Aura
1989,2.3,KU019,Aura
1990,4.0,KU019,Aura
1991,9.9,KU019,Aura
1992,17.3,KU019,Aura
1993,21.3,KU019,Aura
1994,16.9,KU019,Aura
1995,15.1,KU019,Aura
1996,14.2,KU019,Aura
1997,12.3,KU019,Aura
1998,10.0,KU019,Aura
1999,10.5,KU019,Aura
2000,8.5,KU019,Aura
2001,8.7,KU019,Aura
2002,8.5,KU019,Aura
2003,9.0,KU019,Aura
2004,7.6,KU019,Aura
2005,6.3,KU019,Aura
2006,6.4,KU019,Aura
2007,4.5,KU019,Aura
2008,6.0,KU019,Aura
2009,9.3,KU019,Aura
2010,7.7,KU019,Aura
2011,6.5,KU019,Aura
2012,7.7,KU019,Aura
2013,10.5,KU019,Aura
2014,11.1,KU019,Aura
2015,10.6,KU019,Aura
2016,9.7,KU019,Aura
2017,6.7,KU019,Aura
2018,6.4,KU019,Aura
2019,5.7,KU019,Aura
2020,9.4,KU019,Aura
2021,6.3,KU019,Aura
2022,5.5,KU019,Aura
2023,7.0,KU019,Aura
2024,7.4,KU019,Aura
1987,0.8,KU035,Brändö
1988,0.7,KU035,Brändö
1989,0.8,KU035,Brändö
1990,0.8,KU035,Brändö
1991,0.4,KU035,Brändö
1992,3.1,KU035,Brändö
1993,6.1,KU035,Brändö
1994,5.0,KU035,Brändö
1995,5.8,KU035,Brändö
1996,5.6,KU035,Brändö
1997,5.1,KU035,Brändö
1998,2.4,KU035,Brändö
1999,3.7,KU035,Brändö
2000,3.7,KU035,Brändö
2001,2.2,KU035,Brändö
2002,2.6,KU035,Brändö
2003,4.7,KU035,Brändö
2004,4.9,KU035,Brändö
2005,3.0,KU035,Brändö
2006,4.6,KU035,Brändö
2007,5.9,KU035,Brändö
2008,3.2,KU035,Brändö
2009,3.0,KU035,Brändö
2010,3.2,KU035,Brändö
2011,2.7,KU035,Brändö
2012,4.5,KU035,Brändö
2013,1.9,KU035,Brändö
2014,4.0,KU035,Brändö
2015,6.8,KU035,Brändö
2016,5.9,KU035,Brändö
2017,3.9,KU035,Brändö
2018,3.4,KU035,Brändö
2019,1.0,KU035,Brändö
2020,7.2,KU035,Brändö
2021,2.5,KU035,Brändö
2022,3.4,KU035,Brändö
2023,3.7,KU035,Brändö
2024,2.6,KU035,Brändö
1987,2.3,KU043,Eckerö
1988,1.1,KU043,Eckerö
1989,0.8,KU043,Eckerö
1990,3.4,KU043,Eckerö
1991,6.1,KU043,Eckerö
1992,10.0,KU043,Eckerö
1993,12.3,KU043,Eckerö
1994,9.9,KU043,Eckerö
1995,9.6,KU043,Eckerö
1996,12.1,KU043,Eckerö
1997,7.6,KU043,Eckerö
1998,4.8,KU043,Eckerö
1999,3.9,KU043,Eckerö
2000,2.0,KU043,Eckerö
2001,3.7,KU043,Eckerö
2002,2.4,KU043,Eckerö
2003,2.8,KU043,Eckerö
2004,3.5,KU043,Eckerö
2005,4.5,KU043,Eckerö
2006,3.8,KU043,Eckerö
2007,2.3,KU043,Eckerö
2008,2.5,KU043,Eckerö
2009,5.2,KU043,Eckerö
2010,5.9,KU043,Eckerö
2011,4.2,KU043,Eckerö
2012,4.6,KU043,Eckerö
2013,4.4,KU043,Eckerö
2014,6.3,KU043,Eckerö
2015,5.2,KU043,Eckerö
2016,5.2,KU043,Eckerö
2017,4.0,KU043,Eckerö
2018,4.2,KU043,Eckerö
2019,4.2,KU043,Eckerö
2020,12.9,KU043,Eckerö
2021,5.5,KU043,Eckerö
2022,4.4,KU043,Eckerö
2023,5.9,KU043,Eckerö
2024,5.8,KU043,Eckerö
1987,10.7,KU046,Enonkoski
1988,9.5,KU046,Enonkoski
1989,9.6,KU046,Enonkoski
1990,12.3,KU046,Enonkoski
1991,16.0,KU046,Enonkoski
1992,21.9,KU046,Enonkoski
1993,25.9,KU046,Enonkoski
1994,22.2,KU046,Enonkoski
1995,22.8,KU046,Enonkoski
1996,27.7,KU046,Enonkoski
1997,25.5,KU046,Enonkoski
1998,24.4,KU046,Enonkoski
1999,23.4,KU046,Enonkoski
2000,23.4,KU046,Enonkoski
2001,23.3,KU046,Enonkoski
2002,23.0,KU046,Enonkoski
2003,22.6,KU046,Enonkoski
2004,22.1,KU046,Enonkoski
2005,21.9,KU046,Enonkoski
2006,20.9,KU046,Enonkoski
2007,18.7,KU046,Enonkoski
2008,15.8,KU046,Enonkoski
2009,16.5,KU046,Enonkoski
2010,16.3,KU046,Enonkoski
2011,17.4,KU046,Enonkoski
2012,15.8,KU046,Enonkoski
2013,16.1,KU046,Enonkoski
2014,21.3,KU046,Enonkoski
2015,19.1,KU046,Enonkoski
2016,17.5,KU046,Enonkoski
2017,16.2,KU046,Enonkoski
2018,13.2,KU046,Enonkoski
2019,13.3,KU046,Enonkoski
2020,14.3,KU046,Enonkoski
2021,10.7,KU046,Enonkoski
2022,11.9,KU046,Enonkoski
2023,11.9,KU046,Enonkoski
2024,12.8,KU046,Enonkoski
1987,20.4,KU047,Enontekiö
1988,20.4,KU047,Enontekiö
1989,20.2,KU047,Enontekiö
1990,19.6,KU047,Enontekiö
1991,23.5,KU047,Enontekiö
1992,32.4,KU047,Enontekiö
1993,34.4,KU047,Enontekiö
1994,36.1,KU047,Enontekiö
1995,35.6,KU047,Enontekiö
1996,39.8,KU047,Enontekiö
1997,30.8,KU047,Enontekiö
1998,30.0,KU047,Enontekiö
1999,30.2,KU047,Enontekiö
2000,29.0,KU047,Enontekiö
2001,30.6,KU047,Enontekiö
2002,25.5,KU047,Enontekiö
2003,27.1,KU047,Enontekiö
2004,24.9,KU047,Enontekiö
2005,25.1,KU047,Enontekiö
2006,23.2,KU047,Enontekiö
2007,19.8,KU047,Enontekiö
2008,21.9,KU047,Enontekiö
2009,23.3,KU047,Enontekiö
2010,19.5,KU047,Enontekiö
2011,19.8,KU047,Enontekiö
2012,19.4,KU047,Enontekiö
2013,19.0,KU047,Enontekiö
2014,21.7,KU047,Enontekiö
2015,21.8,KU047,Enontekiö
2016,19.8,KU047,Enontekiö
2017,19.5,KU047,Enontekiö
2018,15.5,KU047,Enontekiö
2019,15.4,KU047,Enontekiö
2020,22.4,KU047,Enontekiö
2021,15.5,KU047,Enontekiö
2022,13.8,KU047,Enontekiö
2023,11.4,KU047,Enontekiö
2024,10.7,KU047,Enontekiö
1987,1.4,KU049,Espoo
1988,1.1,KU049,Espoo
1989,0.9,KU049,Espoo
1990,1.2,KU049,Espoo
1991,6.6,KU049,Espoo
1992,11.7,KU049,Espoo
1993,14.9,KU049,Espoo
1994,13.9,KU049,Espoo
1995,13.1,KU049,Espoo
1996,11.6,KU049,Espoo
1997,9.3,KU049,Espoo
1998,7.6,KU049,Espoo
1999,6.7,KU049,Espoo
2000,5.9,KU049,Espoo
2001,5.9,KU049,Espoo
2002,6.2,KU049,Espoo
2003,6.7,KU049,Espoo
2004,6.6,KU049,Espoo
2005,6.1,KU049,Espoo
2006,5.5,KU049,Espoo
2007,4.4,KU049,Espoo
2008,4.7,KU049,Espoo
2009,6.7,KU049,Espoo
2010,5.9,KU049,Espoo
2011,5.5,KU049,Espoo
2012,6.4,KU049,Espoo
2013,8.3,KU049,Espoo
2014,9.8,KU049,Espoo
2015,10.7,KU049,Espoo
2016,10.1,KU049,Espoo
2017,8.6,KU049,Espoo
2018,7.8,KU049,Espoo
2019,7.5,KU049,Espoo
2020,11.6,KU049,Espoo
2021,9.0,KU049,Espoo
2022,8.2,KU049,Espoo
2023,9.2,KU049,Espoo
2024,10.4,KU049,Espoo
1987,5.5,KU050,Eura
1988,4.0,KU050,Eura
1989,3.3,KU050,Eura
1990,4.5,KU050,Eura
1991,11.6,KU050,Eura
1992,17.1,KU050,Eura
1993,18.4,KU050,Eura
1994,15.6,KU050,Eura
1995,13.6,KU050,Eura
1996,14.1,KU050,Eura
1997,12.3,KU050,Eura
1998,11.7,KU050,Eura
1999,11.7,KU050,Eura
2000,10.5,KU050,Eura
2001,9.1,KU050,Eura
2002,9.9,KU050,Eura
2003,10.1,KU050,Eura
2004,11.3,KU050,Eura
2005,10.1,KU050,Eura
2006,8.1,KU050,Eura
2007,6.6,KU050,Eura
2008,6.6,KU050,Eura
2009,8.6,KU050,Eura
2010,8.1,KU050,Eura
2011,7.3,KU050,Eura
2012,8.2,KU050,Eura
2013,9.0,KU050,Eura
2014,10.1,KU050,Eura
2015,9.8,KU050,Eura
2016,10.1,KU050,Eura
2017,7.7,KU050,Eura
2018,6.8,KU050,Eura
2019,7.8,KU050,Eura
2020,11.3,KU050,Eura
2021,7.3,KU050,Eura
2022,7.8,KU050,Eura
2023,7.4,KU050,Eura
2024,7.8,KU050,Eura
1987,7.3,KU051,Eurajoki
1988,6.2,KU051,Eurajoki
1989,5.7,KU051,Eurajoki
1990,6.8,KU051,Eurajoki
1991,13.7,KU051,Eurajoki
1992,20.3,KU051,Eurajoki
1993,23.0,KU051,Eurajoki
1994,19.5,KU051,Eurajoki
1995,19.1,KU051,Eurajoki
1996,19.5,KU051,Eurajoki
1997,17.1,KU051,Eurajoki
1998,16.3,KU051,Eurajoki
1999,17.4,KU051,Eurajoki
2000,13.7,KU051,Eurajoki
2001,14.2,KU051,Eurajoki
2002,14.9,KU051,Eurajoki
2003,12.9,KU051,Eurajoki
2004,14.5,KU051,Eurajoki
2005,11.9,KU051,Eurajoki
2006,9.7,KU051,Eurajoki
2007,8.1,KU051,Eurajoki
2008,8.7,KU051,Eurajoki
2009,10.6,KU051,Eurajoki
2010,9.2,KU051,Eurajoki
2011,9.5,KU051,Eurajoki
2012,10.1,KU051,Eurajoki
2013,11.3,KU051,Eurajoki
2014,11.7,KU051,Eurajoki
2015,12.0,KU051,Eurajoki
2016,11.1,KU051,Eurajoki
2017,7.9,KU051,Eurajoki
2018,6.2,KU051,Eurajoki
2019,6.9,KU051,Eurajoki
2020,9.6,KU051,Eurajoki
2021,6.7,KU051,Eurajoki
2022,7.0,KU051,Eurajoki
2023,7.6,KU051,Eurajoki
2024,7.7,KU051,Eurajoki
1987,5.8,KU052,Evijärvi
1988,6.7,KU052,Evijärvi
1989,7.5,KU052,Evijärvi
1990,7.4,KU052,Evijärvi
1991,15.7,KU052,Evijärvi
1992,19.4,KU052,Evijärvi
1993,22.2,KU052,Evijärvi
1994,17.8,KU052,Evijärvi
1995,19.1,KU052,Evijärvi
1996,16.0,KU052,Evijärvi
1997,17.0,KU052,Evijärvi
1998,13.1,KU052,Evijärvi
1999,13.9,KU052,Evijärvi
2000,10.9,KU052,Evijärvi
2001,9.9,KU052,Evijärvi
2002,9.5,KU052,Evijärvi
2003,9.0,KU052,Evijärvi
2004,6.5,KU052,Evijärvi
2005,9.1,KU052,Evijärvi
2006,6.1,KU052,Evijärvi
2007,5.8,KU052,Evijärvi
2008,10.7,KU052,Evijärvi
2009,11.6,KU052,Evijärvi
2010,6.1,KU052,Evijärvi
2011,6.0,KU052,Evijärvi
2012,7.6,KU052,Evijärvi
2013,6.8,KU052,Evijärvi
2014,9.0,KU052,Evijärvi
2015,9.4,KU052,Evijärvi
2016,8.5,KU052,Evijärvi
2017,7.4,KU052,Evijärvi
2018,6.8,KU052,Evijärvi
2019,6.0,KU052,Evijärvi
2020,8.0,KU052,Evijärvi
2021,5.4,KU052,Evijärvi
2022,7.0,KU052,Evijärvi
2023,8.4,KU052,Evijärvi
2024,5.7,KU052,Evijärvi
1987,0.7,KU060,Finström
1988,0.5,KU060,Finström
1989,0.6,KU060,Finström
1990,1.1,KU060,Finström
1991,2.7,KU060,Finström
1992,3.9,KU060,Finström
1993,6.5,KU060,Finström
1994,7.3,KU060,Finström
1995,6.9,KU060,Finström
1996,5.6,KU060,Finström
1997,3.6,KU060,Finström
1998,2.1,KU060,Finström
1999,1.4,KU060,Finström
2000,1.1,KU060,Finström
2001,1.1,KU060,Finström
2002,1.0,KU060,Finström
2003,1.8,KU060,Finström
2004,1.9,KU060,Finström
2005,1.6,KU060,Finström
2006,1.9,KU060,Finström
2007,1.3,KU060,Finström
2008,2.0,KU060,Finström
2009,3.9,KU060,Finström
2010,3.2,KU060,Finström
2011,2.5,KU060,Finström
2012,3.2,KU060,Finström
2013,3.4,KU060,Finström
2014,4.0,KU060,Finström
2015,3.6,KU060,Finström
2016,3.1,KU060,Finström
2017,3.4,KU060,Finström
2018,3.8,KU060,Finström
2019,4.6,KU060,Finström
2020,8.4,KU060,Finström
2021,5.2,KU060,Finström
2022,4.1,KU060,Finström
2023,4.2,KU060,Finström
2024,3.8,KU060,Finström
1987,5.3,KU061,Forssa
1988,4.9,KU061,Forssa
1989,3.8,KU061,Forssa
1990,5.2,KU061,Forssa
1991,12.2,KU061,Forssa
1992,20.6,KU061,Forssa
1993,25.5,KU061,Forssa
1994,23.0,KU061,Forssa
1995,23.3,KU061,Forssa
1996,22.3,KU061,Forssa
1997,19.8,KU061,Forssa
1998,17.4,KU061,Forssa
1999,17.1,KU061,Forssa
2000,15.6,KU061,Forssa
2001,14.0,KU061,Forssa
2002,13.2,KU061,Forssa
2003,13.5,KU061,Forssa
2004,13.6,KU061,Forssa
2005,12.1,KU061,Forssa
2006,11.5,KU061,Forssa
2007,10.2,KU061,Forssa
2008,13.4,KU061,Forssa
2009,15.9,KU061,Forssa
2010,15.3,KU061,Forssa
2011,14.3,KU061,Forssa
2012,14.8,KU061,Forssa
2013,16.6,KU061,Forssa
2014,16.9,KU061,Forssa
2015,16.0,KU061,Forssa
2016,16.4,KU061,Forssa
2017,12.6,KU061,Forssa
2018,11.4,KU061,Forssa
2019,11.1,KU061,Forssa
2020,13.4,KU061,Forssa
2021,11.0,KU061,Forssa
2022,10.3,KU061,Forssa
2023,13.7,KU061,Forssa
2024,14.0,KU061,Forssa
1987,0.8,KU062,Föglö
1988,0.8,KU062,Föglö
1989,1.1,KU062,Föglö
1990,,KU062,Föglö
1991,1.9,KU062,Föglö
1992,6.0,KU062,Föglö
1993,6.0,KU062,Föglö
1994,5.7,KU062,Föglö
1995,6.0,KU062,Föglö
1996,3.5,KU062,Föglö
1997,4.2,KU062,Föglö
1998,2.3,KU062,Föglö
1999,2.2,KU062,Föglö
2000,1.8,KU062,Föglö
2001,2.1,KU062,Föglö
2002,2.4,KU062,Föglö
2003,2.8,KU062,Föglö
2004,2.1,KU062,Föglö
2005,1.1,KU062,Föglö
2006,2.6,KU062,Föglö
2007,1.8,KU062,Föglö
2008,0.7,KU062,Föglö
2009,2.4,KU062,Föglö
2010,2.6,KU062,Föglö
2011,4.0,KU062,Föglö
2012,4.3,KU062,Föglö
2013,3.3,KU062,Föglö
2014,2.3,KU062,Föglö
2015,1.2,KU062,Föglö
2016,0.8,KU062,Föglö
2017,1.7,KU062,Föglö
2018,1.2,KU062,Föglö
2019,2.5,KU062,Föglö
2020,4.0,KU062,Föglö
2021,1.0,KU062,Föglö
2022,2.4,KU062,Föglö
2023,2.4,KU062,Föglö
2024,2.7,KU062,Föglö
1987,,KU065,Geta
1988,0.5,KU065,Geta
1989,,KU065,Geta
1990,2.3,KU065,Geta
1991,2.7,KU065,Geta
1992,4.2,KU065,Geta
1993,4.8,KU065,Geta
1994,6.3,KU065,Geta
1995,4.0,KU065,Geta
1996,9.4,KU065,Geta
1997,2.0,KU065,Geta
1998,2.9,KU065,Geta
1999,1.9,KU065,Geta
2000,0.5,KU065,Geta
2001,2.8,KU065,Geta
2002,2.3,KU065,Geta
2003,2.4,KU065,Geta
2004,2.4,KU065,Geta
2005,1.5,KU065,Geta
2006,2.8,KU065,Geta
2007,3.7,KU065,Geta
2008,2.2,KU065,Geta
2009,3.8,KU065,Geta
2010,3.6,KU065,Geta
2011,4.8,KU065,Geta
2012,3.5,KU065,Geta
2013,5.4,KU065,Geta
2014,6.0,KU065,Geta
2015,5.0,KU065,Geta
2016,3.7,KU065,Geta
2017,6.1,KU065,Geta
2018,5.4,KU065,Geta
2019,4.2,KU065,Geta
2020,11.0,KU065,Geta
2021,6.5,KU065,Geta
2022,4.7,KU065,Geta
2023,4.5,KU065,Geta
2024,4.4,KU065,Geta
1987,8.3,KU069,Haapajärvi
1988,8.4,KU069,Haapajärvi
1989,7.5,KU069,Haapajärvi
1990,7.3,KU069,Haapajärvi
1991,13.1,KU069,Haapajärvi
1992,20.3,KU069,Haapajärvi
1993,22.9,KU069,Haapajärvi
1994,18.4,KU069,Haapajärvi
1995,21.6,KU069,Haapajärvi
1996,20.5,KU069,Haapajärvi
1997,18.2,KU069,Haapajärvi
1998,19.0,KU069,Haapajärvi
1999,16.4,KU069,Haapajärvi
2000,15.1,KU069,Haapajärvi
2001,14.8,KU069,Haapajärvi
2002,14.0,KU069,Haapajärvi
2003,11.8,KU069,Haapajärvi
2004,12.3,KU069,Haapajärvi
2005,10.0,KU069,Haapajärvi
2006,9.3,KU069,Haapajärvi
2007,7.5,KU069,Haapajärvi
2008,9.4,KU069,Haapajärvi
2009,10.9,KU069,Haapajärvi
2010,10.2,KU069,Haapajärvi
2011,9.1,KU069,Haapajärvi
2012,9.8,KU069,Haapajärvi
2013,10.7,KU069,Haapajärvi
2014,13.4,KU069,Haapajärvi
2015,14.0,KU069,Haapajärvi
2016,12.3,KU069,Haapajärvi
2017,9.9,KU069,Haapajärvi
2018,8.5,KU069,Haapajärvi
2019,10.0,KU069,Haapajärvi
2020,11.8,KU069,Haapajärvi
2021,8.0,KU069,Haapajärvi
2022,9.0,KU069,Haapajärvi
2023,9.8,KU069,Haapajärvi
2024,12.7,KU069,Haapajärvi
1987,6.0,KU071,Haapavesi
1988,7.3,KU071,Haapavesi
1989,4.6,KU071,Haapavesi
1990,8.3,KU071,Haapavesi
1991,14.5,KU071,Haapavesi
1992,19.3,KU071,Haapavesi
1993,22.8,KU071,Haapavesi
1994,19.7,KU071,Haapavesi
1995,21.0,KU071,Haapavesi
1996,21.8,KU071,Haapavesi
1997,20.6,KU071,Haapavesi
1998,18.1,KU071,Haapavesi
1999,18.4,KU071,Haapavesi
2000,15.0,KU071,Haapavesi
2001,15.1,KU071,Haapavesi
2002,11.7,KU071,Haapavesi
2003,13.0,KU071,Haapavesi
2004,12.9,KU071,Haapavesi
2005,12.4,KU071,Haapavesi
2006,9.4,KU071,Haapavesi
2007,7.4,KU071,Haapavesi
2008,10.1,KU071,Haapavesi
2009,12.4,KU071,Haapavesi
2010,9.3,KU071,Haapavesi
2011,9.8,KU071,Haapavesi
2012,11.9,KU071,Haapavesi
2013,13.1,KU071,Haapavesi
2014,15.2,KU071,Haapavesi
2015,15.4,KU071,Haapavesi
2016,14.3,KU071,Haapavesi
2017,12.0,KU071,Haapavesi
2018,9.4,KU071,Haapavesi
2019,9.5,KU071,Haapavesi
2020,13.4,KU071,Haapavesi
2021,8.3,KU071,Haapavesi
2022,8.3,KU071,Haapavesi
2023,11.1,KU071,Haapavesi
2024,10.9,KU071,Haapavesi
