Alue,Vuosi,tyollisyysaste,unemployment_rate,taloudellinenhuoltosuhde,region,year,value,region_code,region_name
KU895,1987,78.0,4.5,99.0,KU895,1987,4.5,KU895,Uusikaupunki
KU895,1988,77.6,4.6,99.0,KU895,1988,4.6,KU895,Uusikaupunki
KU895,1989,77.1,4.7,101.0,KU895,1989,4.7,KU895,Uusikaupunki
KU895,1990,75.8,5.1,105.0,KU895,1990,5.1,KU895,Uusikaupunki
KU895,1991,71.7,10.8,118.0,KU895,1991,10.8,KU895,Uusikaupunki
KU895,1992,65.1,18.0,141.0,KU895,1992,18.0,KU895,Uusikaupunki
KU895,1993,49.1,36.2,220.0,KU895,1993,36.2,KU895,Uusikaupunki
KU895,1994,58.6,22.2,168.0,KU895,1994,22.2,KU895,Uusikaupunki
KU895,1995,58.1,24.0,169.0,KU895,1995,24.0,KU895,Uusikaupunki
KU895,1996,60.5,21.5,156.0,KU895,1996,21.5,KU895,Uusikaupunki
KU895,1997,65.1,16.3,137.0,KU895,1997,16.3,KU895,Uusikaupunki
KU895,1998,66.6,15.3,132.0,KU895,1998,15.3,KU895,Uusikaupunki
KU895,1999,66.5,15.8,131.0,KU895,1999,15.8,KU895,Uusikaupunki
KU895,2000,67.8,13.4,127.0,KU895,2000,13.4,KU895,Uusikaupunki
KU895,2001,67.6,13.8,129.0,KU895,2001,13.8,KU895,Uusikaupunki
KU895,2002,66.7,13.3,132.0,KU895,2002,13.3,KU895,Uusikaupunki
KU895,2003,62.3,18.6,150.0,KU895,2003,18.6,KU895,Uusikaupunki
KU895,2004,62.7,17.7,150.0,KU895,2004,17.7,KU895,Uusikaupunki
KU895,2005,67.4,12.3,135.0,KU895,2005,12.3,KU895,Uusikaupunki
KU895,2006,68.3,10.5,132.0,KU895,2006,10.5,KU895,Uusikaupunki
KU895,2007,69.1,8.5,131.0,KU895,2007,8.5,KU895,Uusikaupunki
KU895,2008,69.4,7.9,130.0,KU895,2008,7.9,KU895,Uusikaupunki
KU895,2009,65.8,12.4,144.0,KU895,2009,12.4,KU895,Uusikaupunki
KU895,2010,66.3,11.7,144.0,KU895,2010,11.7,KU895,Uusikaupunki
KU895,2011,69.8,9.4,136.0,KU895,2011,9.4,KU895,Uusikaupunki
KU895,2012,68.1,12.2,146.0,KU895,2012,12.2,KU895,Uusikaupunki
KU895,2013,69.7,11.4,145.0,KU895,2013,11.4,KU895,Uusikaupunki
KU895,2014,71.3,11.3,141.0,KU895,2014,11.3,KU895,Uusikaupunki
KU895,2015,70.8,12.3,146.0,KU895,2015,12.3,KU895,Uusikaupunki
KU895,2016,72.3,10.3,144.0,KU895,2016,10.3,KU895,Uusikaupunki
KU895,2017,76.8,6.7,127.0,KU895,2017,6.7,KU895,Uusikaupunki
KU895,2018,77.9,6.4,125.0,KU895,2018,6.4,KU895,Uusikaupunki
KU895,2019,69.9,16.2,154.0,KU895,2019,16.2,KU895,Uusikaupunki
KU895,2020,75.2,10.3,139.0,KU895,2020,10.3,KU895,Uusikaupunki
KU895,2021,77.4,7.7,134.0,KU895,2021,7.7,KU895,Uusikaupunki
KU895,2022,75.1,9.6,143.0,KU895,2022,9.6,KU895,Uusikaupunki
KU895,2023,74.1,10.4,150.0,KU895,2023,10.4,KU895,Uusikaupunki
KU895,2024,73.6,11.2,151.0,KU895,2024,11.2,KU895,Uusikaupunki
KU785,1987,61.6,11.3,159.0,KU785,1987,11.3,KU785,Vaala
KU785,1988,61.9,11.6,158.0,KU785,1988,11.6,KU785,Vaala
KU785,1989,64.4,9.0,153.0,KU785,1989,9.0,KU785,Vaala
KU785,1990,62.8,11.5,163.0,KU785,1990,11.5,KU785,Vaala
KU785,1991,59.2,16.5,181.0,KU785,1991,16.5,KU785,Vaala
KU785,1992,54.8,22.2,208.0,KU785,1992,22.2,KU785,Vaala
KU785,1993,51.8,25.5,225.0,KU785,1993,25.5,KU785,Vaala
KU785,1994,52.3,25.6,226.0,KU785,1994,25.6,KU785,Vaala
KU785,1995,52.8,23.7,223.0,KU785,1995,23.7,KU785,Vaala
KU785,1996,52.0,26.0,234.0,KU785,1996,26.0,KU785,Vaala
KU785,1997,52.5,25.3,231.0,KU785,1997,25.3,KU785,Vaala
KU785,1998,55.1,21.7,213.0,KU785,1998,21.7,KU785,Vaala
KU785,1999,56.2,21.3,208.0,KU785,1999,21.3,KU785,Vaala
KU785,2000,56.1,22.3,213.0,KU785,2000,22.3,KU785,Vaala
KU785,2001,53.0,25.6,230.0,KU785,2001,25.6,KU785,Vaala
KU785,2002,56.1,22.2,215.0,KU785,2002,22.2,KU785,Vaala
KU785,2003,56.4,21.2,212.0,KU785,2003,21.2,KU785,Vaala
KU785,2004,55.5,21.7,214.0,KU785,2004,21.7,KU785,Vaala
KU785,2005,55.9,22.2,218.0,KU785,2005,22.2,KU785,Vaala
KU785,2006,56.7,20.8,218.0,KU785,2006,20.8,KU785,Vaala
KU785,2007,58.5,17.6,207.0,KU785,2007,17.6,KU785,Vaala
KU785,2008,58.0,18.4,210.0,KU785,2008,18.4,KU785,Vaala
KU785,2009,56.6,19.4,219.0,KU785,2009,19.4,KU785,Vaala
KU785,2010,58.7,16.6,207.0,KU785,2010,16.6,KU785,Vaala
KU785,2011,58.6,17.8,208.0,KU785,2011,17.8,KU785,Vaala
KU785,2012,56.9,20.1,221.0,KU785,2012,20.1,KU785,Vaala
KU785,2013,57.1,21.4,225.0,KU785,2013,21.4,KU785,Vaala
KU785,2014,57.3,20.9,230.0,KU785,2014,20.9,KU785,Vaala
KU785,2015,58.8,19.9,224.0,KU785,2015,19.9,KU785,Vaala
KU785,2016,59.9,18.3,222.0,KU785,2016,18.3,KU785,Vaala
KU785,2017,61.2,17.5,218.0,KU785,2017,17.5,KU785,Vaala
KU785,2018,62.6,14.7,217.0,KU785,2018,14.7,KU785,Vaala
KU785,2019,61.4,15.6,230.0,KU785,2019,15.6,KU785,Vaala
KU785,2020,62.0,18.4,222.0,KU785,2020,18.4,KU785,Vaala
KU785,2021,64.9,14.6,212.0,KU785,2021,14.6,KU785,Vaala
KU785,2022,66.5,14.2,210.0,KU785,2022,14.2,KU785,Vaala
KU785,2023,65.2,16.3,212.0,KU785,2023,16.3,KU785,Vaala
KU785,2024,65.3,17.7,217.0,KU785,2024,17.7,KU785,Vaala
KU905,1987,75.2,5.6,106.0,KU905,1987,5.6,KU905,Vaasa
KU905,1988,75.6,4.9,105.0,KU905,1988,4.9,KU905,Vaasa
KU905,1989,75.5,4.6,106.0,KU905,1989,4.6,KU905,Vaasa
KU905,1990,74.2,4.5,110.0,KU905,1990,4.5,KU905,Vaasa
KU905,1991,70.1,9.7,124.0,KU905,1991,9.7,KU905,Vaasa
KU905,1992,64.4,16.0,144.0,KU905,1992,16.0,KU905,Vaasa
KU905,1993,59.7,19.7,163.0,KU905,1993,19.7,KU905,Vaasa
KU905,1994,60.0,18.7,162.0,KU905,1994,18.7,KU905,Vaasa
KU905,1995,60.9,18.1,158.0,KU905,1995,18.1,KU905,Vaasa
KU905,1996,62.1,17.0,152.0,KU905,1996,17.0,KU905,Vaasa
KU905,1997,63.9,14.7,144.0,KU905,1997,14.7,KU905,Vaasa
KU905,1998,66.0,13.2,133.0,KU905,1998,13.2,KU905,Vaasa
KU905,1999,66.1,13.4,133.0,KU905,1999,13.4,KU905,Vaasa
KU905,2000,67.6,11.3,127.0,KU905,2000,11.3,KU905,Vaasa
KU905,2001,67.2,11.4,128.0,KU905,2001,11.4,KU905,Vaasa
KU905,2002,67.3,11.1,129.0,KU905,2002,11.1,KU905,Vaasa
KU905,2003,67.7,11.1,129.0,KU905,2003,11.1,KU905,Vaasa
KU905,2004,68.0,10.9,128.0,KU905,2004,10.9,KU905,Vaasa
KU905,2005,68.9,10.0,127.0,KU905,2005,10.0,KU905,Vaasa
KU905,2006,70.9,8.0,122.0,KU905,2006,8.0,KU905,Vaasa
KU905,2007,72.7,6.5,116.0,KU905,2007,6.5,KU905,Vaasa
KU905,2008,73.2,6.7,114.0,KU905,2008,6.7,KU905,Vaasa
KU905,2009,70.0,8.9,123.0,KU905,2009,8.9,KU905,Vaasa
KU905,2010,71.0,7.9,121.0,KU905,2010,7.9,KU905,Vaasa
KU905,2011,71.5,7.9,120.0,KU905,2011,7.9,KU905,Vaasa
KU905,2012,71.7,8.2,120.0,KU905,2012,8.2,KU905,Vaasa
KU905,2013,71.0,9.6,122.0,KU905,2013,9.6,KU905,Vaasa
KU905,2014,69.4,11.3,128.0,KU905,2014,11.3,KU905,Vaasa
KU905,2015,68.2,12.2,133.0,KU905,2015,12.2,KU905,Vaasa
KU905,2016,68.3,12.2,134.0,KU905,2016,12.2,KU905,Vaasa
KU905,2017,70.2,10.0,129.0,KU905,2017,10.0,KU905,Vaasa
KU905,2018,71.8,8.5,125.0,KU905,2018,8.5,KU905,Vaasa
KU905,2019,71.4,8.6,126.0,KU905,2019,8.6,KU905,Vaasa
KU905,2020,66.3,14.2,143.0,KU905,2020,14.2,KU905,Vaasa
KU905,2021,71.8,8.1,124.0,KU905,2021,8.1,KU905,Vaasa
KU905,2022,73.3,6.9,119.0,KU905,2022,6.9,KU905,Vaasa
KU905,2023,72.3,8.3,120.0,KU905,2023,8.3,KU905,Vaasa
KU905,2024,71.7,8.8,120.0,KU905,2024,8.8,KU905,Vaasa
KU908,1987,70.1,7.8,119.0,KU908,1987,7.8,KU908,Valkeakoski
KU908,1988,71.0,7.3,117.0,KU908,1988,7.3,KU908,Valkeakoski
KU908,1989,72.0,5.5,114.0,KU908,1989,5.5,KU908,Valkeakoski
KU908,1990,70.7,7.1,119.0,KU908,1990,7.1,KU908,Valkeakoski
KU908,1991,65.9,13.2,135.0,KU908,1991,13.2,KU908,Valkeakoski
KU908,1992,61.2,19.0,154.0,KU908,1992,19.0,KU908,Valkeakoski
KU908,1993,57.2,23.5,172.0,KU908,1993,23.5,KU908,Valkeakoski
KU908,1994,59.9,20.2,161.0,KU908,1994,20.2,KU908,Valkeakoski
KU908,1995,61.0,19.6,156.0,KU908,1995,19.6,KU908,Valkeakoski
KU908,1996,60.1,21.3,161.0,KU908,1996,21.3,KU908,Valkeakoski
KU908,1997,62.8,18.0,150.0,KU908,1997,18.0,KU908,Valkeakoski
KU908,1998,64.6,15.8,143.0,KU908,1998,15.8,KU908,Valkeakoski
KU908,1999,64.9,15.4,141.0,KU908,1999,15.4,KU908,Valkeakoski
KU908,2000,66.4,14.4,136.0,KU908,2000,14.4,KU908,Valkeakoski
KU908,2001,66.3,14.6,138.0,KU908,2001,14.6,KU908,Valkeakoski
KU908,2002,67.0,13.5,135.0,KU908,2002,13.5,KU908,Valkeakoski
KU908,2003,66.6,13.8,138.0,KU908,2003,13.8,KU908,Valkeakoski
KU908,2004,66.6,14.0,139.0,KU908,2004,14.0,KU908,Valkeakoski
KU908,2005,67.2,14.2,139.0,KU908,2005,14.2,KU908,Valkeakoski
KU908,2006,68.1,12.8,137.0,KU908,2006,12.8,KU908,Valkeakoski
KU908,2007,69.8,11.2,132.0,KU908,2007,11.2,KU908,Valkeakoski
KU908,2008,67.8,13.5,140.0,KU908,2008,13.5,KU908,Valkeakoski
KU908,2009,63.2,16.7,160.0,KU908,2009,16.7,KU908,Valkeakoski
KU908,2010,65.9,13.4,151.0,KU908,2010,13.4,KU908,Valkeakoski
KU908,2011,67.7,12.5,148.0,KU908,2011,12.5,KU908,Valkeakoski
KU908,2012,67.5,12.8,152.0,KU908,2012,12.8,KU908,Valkeakoski
KU908,2013,66.3,14.8,160.0,KU908,2013,14.8,KU908,Valkeakoski
KU908,2014,65.9,15.3,167.0,KU908,2014,15.3,KU908,Valkeakoski
KU908,2015,66.2,14.6,167.0,KU908,2015,14.6,KU908,Valkeakoski
KU908,2016,66.2,15.2,171.0,KU908,2016,15.2,KU908,Valkeakoski
KU908,2017,69.5,11.4,160.0,KU908,2017,11.4,KU908,Valkeakoski
KU908,2018,71.1,9.4,157.0,KU908,2018,9.4,KU908,Valkeakoski
KU908,2019,71.6,10.5,157.0,KU908,2019,10.5,KU908,Valkeakoski
KU908,2020,70.4,13.0,162.0,KU908,2020,13.0,KU908,Valkeakoski
KU908,2021,73.1,9.8,154.0,KU908,2021,9.8,KU908,Valkeakoski
KU908,2022,74.2,9.8,150.0,KU908,2022,9.8,KU908,Valkeakoski
KU908,2023,73.2,12.0,152.0,KU908,2023,12.0,KU908,Valkeakoski
KU908,2024,73.0,12.4,151.0,KU908,2024,12.4,KU908,Valkeakoski
KU092,1987,83.3,1.5,72.0,KU092,1987,1.5,KU092,Vantaa
KU092,1988,83.2,1.2,71.0,KU092,1988,1.2,KU092,Vantaa
KU092,1989,83.4,0.9,70.0,KU092,1989,0.9,KU092,Vantaa
KU092,1990,82.1,1.7,73.0,KU092,1990,1.7,KU092,Vantaa
KU092,1991,76.5,8.2,87.0,KU092,1991,8.2,KU092,Vantaa
KU092,1992,70.9,14.1,103.0,KU092,1992,14.1,KU092,Vantaa
KU092,1993,65.9,17.7,120.0,KU092,1993,17.7,KU092,Vantaa
KU092,1994,66.9,16.2,117.0,KU092,1994,16.2,KU092,Vantaa
KU092,1995,67.4,15.5,117.0,KU092,1995,15.5,KU092,Vantaa
KU092,1996,68.5,14.2,114.0,KU092,1996,14.2,KU092,Vantaa
KU092,1997,70.7,11.8,108.0,KU092,1997,11.8,KU092,Vantaa
KU092,1998,73.4,9.7,98.0,KU092,1998,9.7,KU092,Vantaa
KU092,1999,74.7,8.7,95.0,KU092,1999,8.7,KU092,Vantaa
KU092,2000,76.2,7.3,91.0,KU092,2000,7.3,KU092,Vantaa
KU092,2001,76.1,7.2,91.0,KU092,2001,7.2,KU092,Vantaa
KU092,2002,75.4,7.6,94.0,KU092,2002,7.6,KU092,Vantaa
KU092,2003,75.1,8.0,95.0,KU092,2003,8.0,KU092,Vantaa
KU092,2004,74.9,8.2,97.0,KU092,2004,8.2,KU092,Vantaa
KU092,2005,75.2,7.9,98.0,KU092,2005,7.9,KU092,Vantaa
KU092,2006,76.4,7.1,96.0,KU092,2006,7.1,KU092,Vantaa
KU092,2007,77.5,6.2,93.0,KU092,2007,6.2,KU092,Vantaa
KU092,2008,77.7,6.3,92.0,KU092,2008,6.3,KU092,Vantaa
KU092,2009,74.7,9.2,101.0,KU092,2009,9.2,KU092,Vantaa
KU092,2010,75.1,8.5,101.0,KU092,2010,8.5,KU092,Vantaa
KU092,2011,75.8,8.2,100.0,KU092,2011,8.2,KU092,Vantaa
KU092,2012,75.5,8.8,102.0,KU092,2012,8.8,KU092,Vantaa
KU092,2013,74.3,10.4,107.0,KU092,2013,10.4,KU092,Vantaa
KU092,2014,73.3,11.5,111.0,KU092,2014,11.5,KU092,Vantaa
KU092,2015,72.6,12.3,114.0,KU092,2015,12.3,KU092,Vantaa
KU092,2016,72.9,11.8,113.0,KU092,2016,11.8,KU092,Vantaa
KU092,2017,74.2,9.9,109.0,KU092,2017,9.9,KU092,Vantaa
KU092,2018,75.7,8.5,105.0,KU092,2018,8.5,KU092,Vantaa
KU092,2019,75.9,8.4,103.0,KU092,2019,8.4,KU092,Vantaa
KU092,2020,70.3,14.5,120.0,KU092,2020,14.5,KU092,Vantaa
KU092,2021,73.1,11.9,111.0,KU092,2021,11.9,KU092,Vantaa
KU092,2022,74.5,10.5,106.0,KU092,2022,10.5,KU092,Vantaa
KU092,2023,72.8,11.9,110.0,KU092,2023,11.9,KU092,Vantaa
KU092,2024,71.2,13.3,115.0,KU092,2024,13.3,KU092,Vantaa
KU915,1987,67.1,8.3,129.0,KU915,1987,8.3,KU915,Varkaus
KU915,1988,68.0,7.8,126.0,KU915,1988,7.8,KU915,Varkaus
KU915,1989,68.5,7.0,125.0,KU915,1989,7.0,KU915,Varkaus
KU915,1990,65.3,10.1,136.0,KU915,1990,10.1,KU915,Varkaus
KU915,1991,60.6,17.2,157.0,KU915,1991,17.2,KU915,Varkaus
KU915,1992,55.2,23.5,184.0,KU915,1992,23.5,KU915,Varkaus
KU915,1993,50.4,28.9,211.0,KU915,1993,28.9,KU915,Varkaus
KU915,1994,53.0,25.8,198.0,KU915,1994,25.8,KU915,Varkaus
KU915,1995,53.4,25.0,196.0,KU915,1995,25.0,KU915,Varkaus
KU915,1996,54.8,24.4,190.0,KU915,1996,24.4,KU915,Varkaus
KU915,1997,57.1,20.8,178.0,KU915,1997,20.8,KU915,Varkaus
KU915,1998,58.1,20.8,172.0,KU915,1998,20.8,KU915,Varkaus
KU915,1999,59.2,19.6,168.0,KU915,1999,19.6,KU915,Varkaus
KU915,2000,60.3,18.2,164.0,KU915,2000,18.2,KU915,Varkaus
KU915,2001,60.9,16.8,162.0,KU915,2001,16.8,KU915,Varkaus
KU915,2002,60.7,16.0,163.0,KU915,2002,16.0,KU915,Varkaus
KU915,2003,61.7,15.4,159.0,KU915,2003,15.4,KU915,Varkaus
KU915,2004,61.5,15.8,160.0,KU915,2004,15.8,KU915,Varkaus
KU915,2005,61.4,15.3,164.0,KU915,2005,15.3,KU915,Varkaus
KU915,2006,62.4,14.1,162.0,KU915,2006,14.1,KU915,Varkaus
KU915,2007,63.3,13.7,158.0,KU915,2007,13.7,KU915,Varkaus
KU915,2008,63.0,13.6,160.0,KU915,2008,13.6,KU915,Varkaus
KU915,2009,58.2,19.2,181.0,KU915,2009,19.2,KU915,Varkaus
KU915,2010,59.4,17.2,177.0,KU915,2010,17.2,KU915,Varkaus
KU915,2011,60.0,16.9,176.0,KU915,2011,16.9,KU915,Varkaus
KU915,2012,59.3,18.4,180.0,KU915,2012,18.4,KU915,Varkaus
KU915,2013,58.9,18.9,186.0,KU915,2013,18.9,KU915,Varkaus
KU915,2014,58.7,19.6,191.0,KU915,2014,19.6,KU915,Varkaus
KU915,2015,58.5,20.4,194.0,KU915,2015,20.4,KU915,Varkaus
KU915,2016,60.3,18.2,189.0,KU915,2016,18.2,KU915,Varkaus
KU915,2017,62.3,16.1,183.0,KU915,2017,16.1,KU915,Varkaus
KU915,2018,62.7,15.0,185.0,KU915,2018,15.0,KU915,Varkaus
KU915,2019,65.1,13.6,178.0,KU915,2019,13.6,KU915,Varkaus
KU915,2020,62.7,17.8,193.0,KU915,2020,17.8,KU915,Varkaus
KU915,2021,66.4,14.0,180.0,KU915,2021,14.0,KU915,Varkaus
KU915,2022,67.9,12.7,176.0,KU915,2022,12.7,KU915,Varkaus
KU915,2023,67.1,15.0,180.0,KU915,2023,15.0,KU915,Varkaus
KU915,2024,66.0,17.2,184.0,KU915,2024,17.2,KU915,Varkaus
KU918,1987,75.0,4.6,120.0,KU918,1987,4.6,KU918,Vehmaa
KU918,1988,74.3,5.0,122.0,KU918,1988,5.0,KU918,Vehmaa
KU918,1989,75.3,4.6,121.0,KU918,1989,4.6,KU918,Vehmaa
KU918,1990,75.2,4.9,122.0,KU918,1990,4.9,KU918,Vehmaa
KU918,1991,69.6,11.0,142.0,KU918,1991,11.0,KU918,Vehmaa
KU918,1992,63.7,17.3,168.0,KU918,1992,17.3,KU918,Vehmaa
KU918,1993,61.1,19.8,179.0,KU918,1993,19.8,KU918,Vehmaa
KU918,1994,63.9,16.8,170.0,KU918,1994,16.8,KU918,Vehmaa
KU918,1995,60.5,18.4,184.0,KU918,1995,18.4,KU918,Vehmaa
KU918,1996,61.6,15.9,185.0,KU918,1996,15.9,KU918,Vehmaa
KU918,1997,64.8,14.6,175.0,KU918,1997,14.6,KU918,Vehmaa
KU918,1998,66.8,13.1,162.0,KU918,1998,13.1,KU918,Vehmaa
KU918,1999,65.3,14.9,165.0,KU918,1999,14.9,KU918,Vehmaa
KU918,2000,68.5,10.5,149.0,KU918,2000,10.5,KU918,Vehmaa
KU918,2001,67.5,12.4,151.0,KU918,2001,12.4,KU918,Vehmaa
KU918,2002,67.4,11.6,151.0,KU918,2002,11.6,KU918,Vehmaa
KU918,2003,69.2,10.6,144.0,KU918,2003,10.6,KU918,Vehmaa
KU918,2004,70.1,9.8,143.0,KU918,2004,9.8,KU918,Vehmaa
KU918,2005,70.3,8.5,143.0,KU918,2005,8.5,KU918,Vehmaa
KU918,2006,71.9,6.3,139.0,KU918,2006,6.3,KU918,Vehmaa
KU918,2007,72.6,5.0,135.0,KU918,2007,5.0,KU918,Vehmaa
KU918,2008,73.8,5.3,131.0,KU918,2008,5.3,KU918,Vehmaa
KU918,2009,70.5,8.2,141.0,KU918,2009,8.2,KU918,Vehmaa
KU918,2010,71.1,8.0,141.0,KU918,2010,8.0,KU918,Vehmaa
KU918,2011,74.2,5.6,130.0,KU918,2011,5.6,KU918,Vehmaa
KU918,2012,73.4,6.7,132.0,KU918,2012,6.7,KU918,Vehmaa
KU918,2013,71.2,7.8,140.0,KU918,2013,7.8,KU918,Vehmaa
KU918,2014,73.8,10.3,137.0,KU918,2014,10.3,KU918,Vehmaa
KU918,2015,73.3,10.1,141.0,KU918,2015,10.1,KU918,Vehmaa
KU918,2016,73.6,11.2,143.0,KU918,2016,11.2,KU918,Vehmaa
KU918,2017,76.2,7.8,131.0,KU918,2017,7.8,KU918,Vehmaa
KU918,2018,77.3,7.1,130.0,KU918,2018,7.1,KU918,Vehmaa
KU918,2019,75.1,9.4,142.0,KU918,2019,9.4,KU918,Vehmaa
KU918,2020,75.3,8.8,140.0,KU918,2020,8.8,KU918,Vehmaa
KU918,2021,78.9,5.4,134.0,KU918,2021,5.4,KU918,Vehmaa
KU918,2022,76.6,8.1,141.0,KU918,2022,8.1,KU918,Vehmaa
KU918,2023,75.8,9.7,144.0,KU918,2023,9.7,KU918,Vehmaa
KU918,2024,76.3,9.2,143.0,KU918,2024,9.2,KU918,Vehmaa
KU921,1987,65.0,6.5,147.0,KU921,1987,6.5,KU921,Vesanto
KU921,1988,66.1,6.6,145.0,KU921,1988,6.6,KU921,Vesanto
KU921,1989,66.6,5.1,145.0,KU921,1989,5.1,KU921,Vesanto
KU921,1990,65.2,8.1,153.0,KU921,1990,8.1,KU921,Vesanto
KU921,1991,62.2,12.8,167.0,KU921,1991,12.8,KU921,Vesanto
KU921,1992,57.4,19.1,191.0,KU921,1992,19.1,KU921,Vesanto
KU921,1993,52.4,24.5,219.0,KU921,1993,24.5,KU921,Vesanto
KU921,1994,53.1,23.3,220.0,KU921,1994,23.3,KU921,Vesanto
KU921,1995,54.1,22.5,217.0,KU921,1995,22.5,KU921,Vesanto
KU921,1996,54.5,21.0,218.0,KU921,1996,21.0,KU921,Vesanto
KU921,1997,55.2,20.5,216.0,KU921,1997,20.5,KU921,Vesanto
KU921,1998,55.1,20.9,213.0,KU921,1998,20.9,KU921,Vesanto
KU921,1999,55.7,19.4,217.0,KU921,1999,19.4,KU921,Vesanto
KU921,2000,56.7,18.6,213.0,KU921,2000,18.6,KU921,Vesanto
KU921,2001,56.6,19.3,215.0,KU921,2001,19.3,KU921,Vesanto
KU921,2002,57.5,16.2,210.0,KU921,2002,16.2,KU921,Vesanto
KU921,2003,58.3,16.8,207.0,KU921,2003,16.8,KU921,Vesanto
KU921,2004,56.8,17.5,213.0,KU921,2004,17.5,KU921,Vesanto
KU921,2005,57.6,16.4,208.0,KU921,2005,16.4,KU921,Vesanto
KU921,2006,59.6,14.0,199.0,KU921,2006,14.0,KU921,Vesanto
KU921,2007,60.4,14.4,196.0,KU921,2007,14.4,KU921,Vesanto
KU921,2008,59.7,15.1,200.0,KU921,2008,15.1,KU921,Vesanto
KU921,2009,59.4,13.4,203.0,KU921,2009,13.4,KU921,Vesanto
KU921,2010,61.4,13.0,197.0,KU921,2010,13.0,KU921,Vesanto
KU921,2011,63.2,11.1,190.0,KU921,2011,11.1,KU921,Vesanto
KU921,2012,61.2,13.4,203.0,KU921,2012,13.4,KU921,Vesanto
KU921,2013,61.7,13.9,206.0,KU921,2013,13.9,KU921,Vesanto
KU921,2014,60.2,17.3,221.0,KU921,2014,17.3,KU921,Vesanto
KU921,2015,62.1,16.5,218.0,KU921,2015,16.5,KU921,Vesanto
KU921,2016,64.2,14.1,209.0,KU921,2016,14.1,KU921,Vesanto
KU921,2017,65.5,14.2,209.0,KU921,2017,14.2,KU921,Vesanto
KU921,2018,68.2,13.0,204.0,KU921,2018,13.0,KU921,Vesanto
KU921,2019,68.2,12.8,206.0,KU921,2019,12.8,KU921,Vesanto
KU921,2020,68.2,12.7,205.0,KU921,2020,12.7,KU921,Vesanto
KU921,2021,67.8,11.1,208.0,KU921,2021,11.1,KU921,Vesanto
KU921,2022,68.2,11.3,205.0,KU921,2022,11.3,KU921,Vesanto
KU921,2023,67.7,11.9,210.0,KU921,2023,11.9,KU921,Vesanto
KU921,2024,66.1,15.3,220.0,KU921,2024,15.3,KU921,Vesanto
KU922,1987,70.6,6.5,134.0,KU922,1987,6.5,KU922,Vesilahti
KU922,1988,72.2,4.7,127.0,KU922,1988,4.7,KU922,Vesilahti
KU922,1989,72.7,3.6,123.0,KU922,1989,3.6,KU922,Vesilahti
KU922,1990,72.3,4.3,127.0,KU922,1990,4.3,KU922,Vesilahti
KU922,1991,66.4,11.6,150.0,KU922,1991,11.6,KU922,Vesilahti
KU922,1992,63.1,16.3,164.0,KU922,1992,16.3,KU922,Vesilahti
KU922,1993,57.9,21.0,188.0,KU922,1993,21.0,KU922,Vesilahti
KU922,1994,59.1,20.0,183.0,KU922,1994,20.0,KU922,Vesilahti
KU922,1995,60.5,17.9,179.0,KU922,1995,17.9,KU922,Vesilahti
KU922,1996,61.5,18.2,171.0,KU922,1996,18.2,KU922,Vesilahti
KU922,1997,64.9,15.0,163.0,KU922,1997,15.0,KU922,Vesilahti
KU922,1998,66.7,14.0,156.0,KU922,1998,14.0,KU922,Vesilahti
KU922,1999,68.5,11.5,153.0,KU922,1999,11.5,KU922,Vesilahti
KU922,2000,69.9,11.3,150.0,KU922,2000,11.3,KU922,Vesilahti
KU922,2001,70.3,11.5,150.0,KU922,2001,11.5,KU922,Vesilahti
KU922,2002,70.4,12.1,150.0,KU922,2002,12.1,KU922,Vesilahti
KU922,2003,71.5,10.4,145.0,KU922,2003,10.4,KU922,Vesilahti
KU922,2004,72.2,10.6,144.0,KU922,2004,10.6,KU922,Vesilahti
KU922,2005,73.3,8.8,143.0,KU922,2005,8.8,KU922,Vesilahti
KU922,2006,75.5,7.5,135.0,KU922,2006,7.5,KU922,Vesilahti
KU922,2007,76.4,6.9,133.0,KU922,2007,6.9,KU922,Vesilahti
KU922,2008,75.6,7.0,133.0,KU922,2008,7.0,KU922,Vesilahti
KU922,2009,72.5,10.7,141.0,KU922,2009,10.7,KU922,Vesilahti
KU922,2010,74.7,7.8,136.0,KU922,2010,7.8,KU922,Vesilahti
KU922,2011,75.5,7.3,133.0,KU922,2011,7.3,KU922,Vesilahti
KU922,2012,75.6,8.3,131.0,KU922,2012,8.3,KU922,Vesilahti
KU922,2013,74.9,10.7,137.0,KU922,2013,10.7,KU922,Vesilahti
KU922,2014,74.2,11.6,140.0,KU922,2014,11.6,KU922,Vesilahti
KU922,2015,73.5,12.7,142.0,KU922,2015,12.7,KU922,Vesilahti
KU922,2016,73.4,12.5,141.0,KU922,2016,12.5,KU922,Vesilahti
KU922,2017,76.7,7.8,132.0,KU922,2017,7.8,KU922,Vesilahti
KU922,2018,77.9,6.5,129.0,KU922,2018,6.5,KU922,Vesilahti
KU922,2019,78.2,7.1,128.0,KU922,2019,7.1,KU922,Vesilahti
KU922,2020,77.6,8.9,125.0,KU922,2020,8.9,KU922,Vesilahti
KU922,2021,79.2,6.0,119.0,KU922,2021,6.0,KU922,Vesilahti
KU922,2022,81.2,5.0,114.0,KU922,2022,5.0,KU922,Vesilahti
KU922,2023,79.3,7.8,117.0,KU922,2023,7.8,KU922,Vesilahti
KU922,2024,79.2,8.2,117.0,KU922,2024,8.2,KU922,Vesilahti
