Alue,Vuosi,tyollisyysaste,unemployment_rate,taloudellinenhuoltosuhde,region,year,value,region_code,region_name
SSS,1987,72.5,6.0,113.0,SSS,1987,6.0,SSS,KOKO MAA
SSS,1988,73.3,5.2,111.0,SSS,1988,5.2,SSS,KOKO MAA
SSS,1989,73.8,4.4,110.0,SSS,1989,4.4,SSS,KOKO MAA
SSS,1990,72.5,5.7,114.0,SSS,1990,5.7,SSS,KOKO MAA
SSS,1991,67.4,12.1,132.0,SSS,1991,12.1,SSS,KOKO MAA
SSS,1992,62.6,18.0,151.0,SSS,1992,18.0,SSS,KOKO MAA
SSS,1993,58.2,22.2,170.0,SSS,1993,22.2,SSS,KOKO MAA
SSS,1994,59.3,20.4,166.0,SSS,1994,20.4,SSS,KOKO MAA
SSS,1995,59.6,19.8,165.0,SSS,1995,19.8,SSS,KOKO MAA
SSS,1996,60.2,19.4,162.0,SSS,1996,19.4,SSS,KOKO MAA
SSS,1997,62.5,16.7,153.0,SSS,1997,16.7,SSS,KOKO MAA
SSS,1998,64.7,15.1,142.0,SSS,1998,15.1,SSS,KOKO MAA
SSS,1999,65.7,14.1,138.0,SSS,1999,14.1,SSS,KOKO MAA
SSS,2000,67.2,12.6,132.0,SSS,2000,12.6,SSS,KOKO MAA
SSS,2001,67.2,12.4,132.0,SSS,2001,12.4,SSS,KOKO MAA
SSS,2002,67.3,12.0,132.0,SSS,2002,12.0,SSS,KOKO MAA
SSS,2003,67.3,12.0,132.0,SSS,2003,12.0,SSS,KOKO MAA
SSS,2004,67.8,11.8,131.0,SSS,2004,11.8,SSS,KOKO MAA
SSS,2005,68.2,11.1,132.0,SSS,2005,11.1,SSS,KOKO MAA
SSS,2006,69.6,9.7,128.0,SSS,2006,9.7,SSS,KOKO MAA
SSS,2007,70.8,8.5,124.0,SSS,2007,8.5,SSS,KOKO MAA
SSS,2008,70.7,9.0,124.0,SSS,2008,9.0,SSS,KOKO MAA
SSS,2009,67.9,11.6,134.0,SSS,2009,11.6,SSS,KOKO MAA
SSS,2010,68.9,10.4,131.0,SSS,2010,10.4,SSS,KOKO MAA
SSS,2011,69.9,9.9,129.0,SSS,2011,9.9,SSS,KOKO MAA
SSS,2012,69.6,10.8,132.0,SSS,2012,10.8,SSS,KOKO MAA
SSS,2013,68.6,12.6,137.0,SSS,2013,12.6,SSS,KOKO MAA
SSS,2014,68.0,13.9,141.0,SSS,2014,13.9,SSS,KOKO MAA
SSS,2015,67.8,14.4,143.0,SSS,2015,14.4,SSS,KOKO MAA
SSS,2016,68.6,13.6,142.0,SSS,2016,13.6,SSS,KOKO MAA
SSS,2017,70.5,11.4,137.0,SSS,2017,11.4,SSS,KOKO MAA
SSS,2018,72.1,9.8,132.0,SSS,2018,9.8,SSS,KOKO MAA
SSS,2019,72.1,9.9,133.0,SSS,2019,9.9,SSS,KOKO MAA
SSS,2020,69.5,13.5,142.0,SSS,2020,13.5,SSS,KOKO MAA
SSS,2021,72.4,10.4,133.0,SSS,2021,10.4,SSS,KOKO MAA
SSS,2022,73.5,9.8,130.0,SSS,2022,9.8,SSS,KOKO MAA
SSS,2023,72.5,11.0,132.0,SSS,2023,11.0,SSS,KOKO MAA
SSS,2024,72.1,11.9,133.0,SSS,2024,11.9,SSS,KOKO MAA
KU020,1987,69.8,5.8,128.0,KU020,1987,5.8,KU020,Akaa
KU020,1988,70.8,5.3,124.0,KU020,1988,5.3,KU020,Akaa
KU020,1989,72.2,4.0,121.0,KU020,1989,4.0,KU020,Akaa
KU020,1990,69.8,6.7,129.0,KU020,1990,6.7,KU020,Akaa
KU020,1991,64.2,15.1,151.0,KU020,1991,15.1,KU020,Akaa
KU020,1992,59.8,20.3,170.0,KU020,1992,20.3,KU020,Akaa
KU020,1993,55.7,24.9,191.0,KU020,1993,24.9,KU020,Akaa
KU020,1994,58.0,22.4,182.0,KU020,1994,22.4,KU020,Akaa
KU020,1995,58.0,22.9,183.0,KU020,1995,22.9,KU020,Akaa
KU020,1996,58.5,22.9,181.0,KU020,1996,22.9,KU020,Akaa
KU020,1997,61.6,19.5,168.0,KU020,1997,19.5,KU020,Akaa
KU020,1998,63.7,17.8,156.0,KU020,1998,17.8,KU020,Akaa
KU020,1999,64.0,17.8,153.0,KU020,1999,17.8,KU020,Akaa
KU020,2000,65.7,15.4,147.0,KU020,2000,15.4,KU020,Akaa
KU020,2001,66.7,14.4,142.0,KU020,2001,14.4,KU020,Akaa
KU020,2002,67.7,13.8,139.0,KU020,2002,13.8,KU020,Akaa
KU020,2003,67.2,14.4,141.0,KU020,2003,14.4,KU020,Akaa
KU020,2004,67.7,13.7,140.0,KU020,2004,13.7,KU020,Akaa
KU020,2005,67.4,14.1,143.0,KU020,2005,14.1,KU020,Akaa
KU020,2006,70.0,11.3,136.0,KU020,2006,11.3,KU020,Akaa
KU020,2007,72.3,9.3,129.0,KU020,2007,9.3,KU020,Akaa
KU020,2008,71.6,9.9,130.0,KU020,2008,9.9,KU020,Akaa
KU020,2009,67.1,14.7,146.0,KU020,2009,14.7,KU020,Akaa
KU020,2010,69.1,11.5,141.0,KU020,2010,11.5,KU020,Akaa
KU020,2011,70.7,11.0,136.0,KU020,2011,11.0,KU020,Akaa
KU020,2012,70.7,11.8,138.0,KU020,2012,11.8,KU020,Akaa
KU020,2013,69.0,14.4,147.0,KU020,2013,14.4,KU020,Akaa
KU020,2014,68.8,15.1,150.0,KU020,2014,15.1,KU020,Akaa
KU020,2015,68.1,15.5,154.0,KU020,2015,15.5,KU020,Akaa
KU020,2016,68.6,14.7,154.0,KU020,2016,14.7,KU020,Akaa
KU020,2017,71.9,10.0,145.0,KU020,2017,10.0,KU020,Akaa
KU020,2018,74.4,8.6,139.0,KU020,2018,8.6,KU020,Akaa
KU020,2019,74.6,8.2,139.0,KU020,2019,8.2,KU020,Akaa
KU020,2020,71.5,12.9,149.0,KU020,2020,12.9,KU020,Akaa
KU020,2021,75.5,8.8,137.0,KU020,2021,8.8,KU020,Akaa
KU020,2022,76.1,8.6,136.0,KU020,2022,8.6,KU020,Akaa
KU020,2023,74.6,10.9,139.0,KU020,2023,10.9,KU020,Akaa
KU020,2024,75.0,10.9,137.0,KU020,2024,10.9,KU020,Akaa
KU005,1987,65.8,8.1,157.0,KU005,1987,8.1,KU005,Alajärvi
KU005,1988,66.5,8.8,157.0,KU005,1988,8.8,KU005,Alajärvi
KU005,1989,67.2,7.6,155.0,KU005,1989,7.6,KU005,Alajärvi
KU005,1990,65.7,8.7,164.0,KU005,1990,8.7,KU005,Alajärvi
KU005,1991,60.2,16.3,191.0,KU005,1991,16.3,KU005,Alajärvi
KU005,1992,56.4,21.7,211.0,KU005,1992,21.7,KU005,Alajärvi
KU005,1993,53.1,25.9,233.0,KU005,1993,25.9,KU005,Alajärvi
KU005,1994,56.3,20.9,213.0,KU005,1994,20.9,KU005,Alajärvi
KU005,1995,55.1,21.8,220.0,KU005,1995,21.8,KU005,Alajärvi
KU005,1996,57.1,19.8,208.0,KU005,1996,19.8,KU005,Alajärvi
KU005,1997,59.5,16.5,195.0,KU005,1997,16.5,KU005,Alajärvi
KU005,1998,61.1,15.9,185.0,KU005,1998,15.9,KU005,Alajärvi
KU005,1999,60.6,16.5,188.0,KU005,1999,16.5,KU005,Alajärvi
KU005,2000,62.3,14.8,181.0,KU005,2000,14.8,KU005,Alajärvi
KU005,2001,61.5,16.0,185.0,KU005,2001,16.0,KU005,Alajärvi
KU005,2002,62.0,13.6,181.0,KU005,2002,13.6,KU005,Alajärvi
KU005,2003,62.5,13.3,177.0,KU005,2003,13.3,KU005,Alajärvi
KU005,2004,62.0,15.1,181.0,KU005,2004,15.1,KU005,Alajärvi
KU005,2005,63.8,12.2,176.0,KU005,2005,12.2,KU005,Alajärvi
KU005,2006,65.9,9.8,167.0,KU005,2006,9.8,KU005,Alajärvi
KU005,2007,66.5,9.2,163.0,KU005,2007,9.2,KU005,Alajärvi
KU005,2008,65.5,11.0,168.0,KU005,2008,11.0,KU005,Alajärvi
KU005,2009,62.2,14.9,182.0,KU005,2009,14.9,KU005,Alajärvi
KU005,2010,64.9,11.6,172.0,KU005,2010,11.6,KU005,Alajärvi
KU005,2011,64.6,11.5,175.0,KU005,2011,11.5,KU005,Alajärvi
KU005,2012,65.3,12.3,174.0,KU005,2012,12.3,KU005,Alajärvi
KU005,2013,64.0,14.5,183.0,KU005,2013,14.5,KU005,Alajärvi
KU005,2014,64.1,14.6,187.0,KU005,2014,14.6,KU005,Alajärvi
KU005,2015,64.5,14.8,188.0,KU005,2015,14.8,KU005,Alajärvi
KU005,2016,65.5,14.0,188.0,KU005,2016,14.0,KU005,Alajärvi
KU005,2017,67.7,11.9,180.0,KU005,2017,11.9,KU005,Alajärvi
KU005,2018,68.9,10.2,178.0,KU005,2018,10.2,KU005,Alajärvi
KU005,2019,69.6,9.4,176.0,KU005,2019,9.4,KU005,Alajärvi
KU005,2020,67.9,12.4,185.0,KU005,2020,12.4,KU005,Alajärvi
KU005,2021,71.7,8.5,174.0,KU005,2021,8.5,KU005,Alajärvi
KU005,2022,72.1,8.3,173.0,KU005,2022,8.3,KU005,Alajärvi
KU005,2023,72.4,8.5,176.0,KU005,2023,8.5,KU005,Alajärvi
KU005,2024,73.1,8.1,173.0,KU005,2024,8.1,KU005,Alajärvi
KU009,1987,68.6,7.4,142.0,KU009,1987,7.4,KU009,Alavieska
KU009,1988,71.8,5.8,134.0,KU009,1988,5.8,KU009,Alavieska
KU009,1989,73.2,4.3,131.0,KU009,1989,4.3,KU009,Alavieska
KU009,1990,70.6,6.4,137.0,KU009,1990,6.4,KU009,Alavieska
KU009,1991,63.7,14.3,164.0,KU009,1991,14.3,KU009,Alavieska
KU009,1992,59.8,20.2,183.0,KU009,1992,20.2,KU009,Alavieska
KU009,1993,56.3,23.8,200.0,KU009,1993,23.8,KU009,Alavieska
KU009,1994,57.8,20.0,196.0,KU009,1994,20.0,KU009,Alavieska
KU009,1995,57.1,21.2,206.0,KU009,1995,21.2,KU009,Alavieska
KU009,1996,57.4,20.8,209.0,KU009,1996,20.8,KU009,Alavieska
KU009,1997,60.2,16.3,195.0,KU009,1997,16.3,KU009,Alavieska
KU009,1998,60.5,16.0,191.0,KU009,1998,16.0,KU009,Alavieska
KU009,1999,63.4,12.7,179.0,KU009,1999,12.7,KU009,Alavieska
KU009,2000,64.6,11.7,173.0,KU009,2000,11.7,KU009,Alavieska
KU009,2001,65.6,12.2,174.0,KU009,2001,12.2,KU009,Alavieska
KU009,2002,66.4,11.7,171.0,KU009,2002,11.7,KU009,Alavieska
KU009,2003,68.6,10.2,165.0,KU009,2003,10.2,KU009,Alavieska
KU009,2004,67.3,12.5,173.0,KU009,2004,12.5,KU009,Alavieska
KU009,2005,68.3,9.3,169.0,KU009,2005,9.3,KU009,Alavieska
KU009,2006,70.2,9.1,159.0,KU009,2006,9.1,KU009,Alavieska
KU009,2007,70.5,7.3,157.0,KU009,2007,7.3,KU009,Alavieska
KU009,2008,69.1,11.4,165.0,KU009,2008,11.4,KU009,Alavieska
KU009,2009,66.5,14.0,174.0,KU009,2009,14.0,KU009,Alavieska
KU009,2010,68.0,11.8,166.0,KU009,2010,11.8,KU009,Alavieska
KU009,2011,69.4,10.6,160.0,KU009,2011,10.6,KU009,Alavieska
KU009,2012,67.8,12.3,165.0,KU009,2012,12.3,KU009,Alavieska
KU009,2013,66.8,13.9,170.0,KU009,2013,13.9,KU009,Alavieska
KU009,2014,66.8,14.3,171.0,KU009,2014,14.3,KU009,Alavieska
KU009,2015,67.3,14.7,175.0,KU009,2015,14.7,KU009,Alavieska
KU009,2016,68.3,11.0,169.0,KU009,2016,11.0,KU009,Alavieska
KU009,2017,71.5,8.8,160.0,KU009,2017,8.8,KU009,Alavieska
KU009,2018,74.7,7.8,151.0,KU009,2018,7.8,KU009,Alavieska
KU009,2019,73.5,8.9,157.0,KU009,2019,8.9,KU009,Alavieska
KU009,2020,73.6,11.5,158.0,KU009,2020,11.5,KU009,Alavieska
KU009,2021,75.7,7.9,154.0,KU009,2021,7.9,KU009,Alavieska
KU009,2022,75.1,10.1,157.0,KU009,2022,10.1,KU009,Alavieska
KU009,2023,73.1,11.7,166.0,KU009,2023,11.7,KU009,Alavieska
KU009,2024,75.2,9.5,156.0,KU009,2024,9.5,KU009,Alavieska
KU010,1987,67.2,7.2,141.0,KU010,1987,7.2,KU010,Alavus
KU010,1988,68.8,5.9,136.0,KU010,1988,5.9,KU010,Alavus
KU010,1989,69.2,5.5,136.0,KU010,1989,5.5,KU010,Alavus
KU010,1990,68.5,6.1,142.0,KU010,1990,6.1,KU010,Alavus
KU010,1991,65.4,11.6,157.0,KU010,1991,11.6,KU010,Alavus
KU010,1992,60.3,17.5,180.0,KU010,1992,17.5,KU010,Alavus
KU010,1993,55.5,23.7,207.0,KU010,1993,23.7,KU010,Alavus
KU010,1994,57.0,20.4,201.0,KU010,1994,20.4,KU010,Alavus
KU010,1995,56.7,21.4,204.0,KU010,1995,21.4,KU010,Alavus
KU010,1996,58.6,19.2,195.0,KU010,1996,19.2,KU010,Alavus
KU010,1997,61.6,15.6,183.0,KU010,1997,15.6,KU010,Alavus
KU010,1998,62.8,15.8,174.0,KU010,1998,15.8,KU010,Alavus
KU010,1999,64.9,12.8,168.0,KU010,1999,12.8,KU010,Alavus
KU010,2000,65.8,11.9,164.0,KU010,2000,11.9,KU010,Alavus
KU010,2001,65.3,12.8,166.0,KU010,2001,12.8,KU010,Alavus
KU010,2002,65.2,13.3,165.0,KU010,2002,13.3,KU010,Alavus
KU010,2003,65.7,12.5,161.0,KU010,2003,12.5,KU010,Alavus
KU010,2004,65.7,12.1,162.0,KU010,2004,12.1,KU010,Alavus
KU010,2005,67.8,10.0,155.0,KU010,2005,10.0,KU010,Alavus
KU010,2006,69.6,8.7,150.0,KU010,2006,8.7,KU010,Alavus
KU010,2007,69.3,7.9,150.0,KU010,2007,7.9,KU010,Alavus
KU010,2008,67.4,10.5,157.0,KU010,2008,10.5,KU010,Alavus
KU010,2009,66.1,12.5,164.0,KU010,2009,12.5,KU010,Alavus
KU010,2010,68.3,9.2,157.0,KU010,2010,9.2,KU010,Alavus
KU010,2011,68.8,9.2,158.0,KU010,2011,9.2,KU010,Alavus
KU010,2012,68.6,9.5,159.0,KU010,2012,9.5,KU010,Alavus
KU010,2013,68.8,10.3,160.0,KU010,2013,10.3,KU010,Alavus
KU010,2014,68.7,10.8,163.0,KU010,2014,10.8,KU010,Alavus
KU010,2015,67.2,12.8,172.0,KU010,2015,12.8,KU010,Alavus
KU010,2016,68.0,11.4,172.0,KU010,2016,11.4,KU010,Alavus
KU010,2017,69.5,10.3,169.0,KU010,2017,10.3,KU010,Alavus
KU010,2018,71.8,7.8,162.0,KU010,2018,7.8,KU010,Alavus
KU010,2019,71.7,8.6,166.0,KU010,2019,8.6,KU010,Alavus
KU010,2020,70.7,10.0,169.0,KU010,2020,10.0,KU010,Alavus
KU010,2021,73.7,7.1,166.0,KU010,2021,7.1,KU010,Alavus
KU010,2022,74.1,7.0,164.0,KU010,2022,7.0,KU010,Alavus
KU010,2023,71.5,10.7,171.0,KU010,2023,10.7,KU010,Alavus
KU010,2024,71.2,12.2,175.0,KU010,2024,12.2,KU010,Alavus
KU016,1987,73.4,4.1,121.0,KU016,1987,4.1,KU016,Asikkala
KU016,1988,75.1,2.9,115.0,KU016,1988,2.9,KU016,Asikkala
KU016,1989,74.9,2.4,117.0,KU016,1989,2.4,KU016,Asikkala
KU016,1990,73.3,4.4,122.0,KU016,1990,4.4,KU016,Asikkala
KU016,1991,68.4,10.5,138.0,KU016,1991,10.5,KU016,Asikkala
KU016,1992,64.9,15.0,152.0,KU016,1992,15.0,KU016,Asikkala
KU016,1993,59.4,20.9,175.0,KU016,1993,20.9,KU016,Asikkala
KU016,1994,60.8,18.6,169.0,KU016,1994,18.6,KU016,Asikkala
KU016,1995,61.9,16.7,165.0,KU016,1995,16.7,KU016,Asikkala
KU016,1996,61.4,17.6,168.0,KU016,1996,17.6,KU016,Asikkala
KU016,1997,63.5,15.8,157.0,KU016,1997,15.8,KU016,Asikkala
KU016,1998,65.8,14.4,145.0,KU016,1998,14.4,KU016,Asikkala
KU016,1999,65.2,13.8,147.0,KU016,1999,13.8,KU016,Asikkala
KU016,2000,67.5,12.3,140.0,KU016,2000,12.3,KU016,Asikkala
KU016,2001,67.2,12.0,143.0,KU016,2001,12.0,KU016,Asikkala
KU016,2002,67.8,11.5,142.0,KU016,2002,11.5,KU016,Asikkala
KU016,2003,67.2,13.1,145.0,KU016,2003,13.1,KU016,Asikkala
KU016,2004,67.0,13.8,147.0,KU016,2004,13.8,KU016,Asikkala
KU016,2005,66.8,12.7,150.0,KU016,2005,12.7,KU016,Asikkala
KU016,2006,68.2,11.1,148.0,KU016,2006,11.1,KU016,Asikkala
KU016,2007,69.3,9.8,144.0,KU016,2007,9.8,KU016,Asikkala
KU016,2008,68.4,9.5,148.0,KU016,2008,9.5,KU016,Asikkala
KU016,2009,66.0,11.8,159.0,KU016,2009,11.8,KU016,Asikkala
KU016,2010,67.9,10.0,155.0,KU016,2010,10.0,KU016,Asikkala
KU016,2011,68.4,9.3,154.0,KU016,2011,9.3,KU016,Asikkala
KU016,2012,68.8,10.1,155.0,KU016,2012,10.1,KU016,Asikkala
KU016,2013,68.0,11.7,163.0,KU016,2013,11.7,KU016,Asikkala
KU016,2014,66.2,13.9,173.0,KU016,2014,13.9,KU016,Asikkala
KU016,2015,67.8,13.6,172.0,KU016,2015,13.6,KU016,Asikkala
KU016,2016,69.2,12.2,172.0,KU016,2016,12.2,KU016,Asikkala
KU016,2017,69.1,12.3,176.0,KU016,2017,12.3,KU016,Asikkala
KU016,2018,71.2,10.4,172.0,KU016,2018,10.4,KU016,Asikkala
KU016,2019,71.7,9.4,173.0,KU016,2019,9.4,KU016,Asikkala
KU016,2020,70.4,12.4,181.0,KU016,2020,12.4,KU016,Asikkala
KU016,2021,72.8,10.4,175.0,KU016,2021,10.4,KU016,Asikkala
KU016,2022,73.3,8.9,172.0,KU016,2022,8.9,KU016,Asikkala
KU016,2023,71.4,12.2,183.0,KU016,2023,12.2,KU016,Asikkala
KU016,2024,71.3,12.1,183.0,KU016,2024,12.1,KU016,Asikkala
KU018,1987,77.3,2.3,110.0,KU018,1987,2.3,KU018,Askola
KU018,1988,78.7,2.1,105.0,KU018,1988,2.1,KU018,Askola
KU018,1989,78.8,2.5,106.0,KU018,1989,2.5,KU018,Askola
KU018,1990,78.0,2.5,111.0,KU018,1990,2.5,KU018,Askola
KU018,1991,74.8,6.8,121.0,KU018,1991,6.8,KU018,Askola
KU018,1992,68.1,14.9,143.0,KU018,1992,14.9,KU018,Askola
KU018,1993,65.0,17.9,153.0,KU018,1993,17.9,KU018,Askola
KU018,1994,67.0,15.7,146.0,KU018,1994,15.7,KU018,Askola
KU018,1995,67.3,14.6,145.0,KU018,1995,14.6,KU018,Askola
KU018,1996,68.4,13.3,141.0,KU018,1996,13.3,KU018,Askola
KU018,1997,69.9,12.0,134.0,KU018,1997,12.0,KU018,Askola
KU018,1998,72.8,9.7,121.0,KU018,1998,9.7,KU018,Askola
KU018,1999,73.7,7.9,116.0,KU018,1999,7.9,KU018,Askola
KU018,2000,75.0,6.6,113.0,KU018,2000,6.6,KU018,Askola
KU018,2001,74.6,8.4,114.0,KU018,2001,8.4,KU018,Askola
KU018,2002,75.5,7.1,110.0,KU018,2002,7.1,KU018,Askola
KU018,2003,75.6,6.9,111.0,KU018,2003,6.9,KU018,Askola
KU018,2004,75.5,6.9,113.0,KU018,2004,6.9,KU018,Askola
KU018,2005,77.4,6.4,109.0,KU018,2005,6.4,KU018,Askola
KU018,2006,78.3,5.7,106.0,KU018,2006,5.7,KU018,Askola
KU018,2007,79.0,4.6,105.0,KU018,2007,4.6,KU018,Askola
KU018,2008,77.6,5.4,106.0,KU018,2008,5.4,KU018,Askola
KU018,2009,75.8,8.0,113.0,KU018,2009,8.0,KU018,Askola
KU018,2010,76.5,7.1,111.0,KU018,2010,7.1,KU018,Askola
KU018,2011,77.2,6.7,111.0,KU018,2011,6.7,KU018,Askola
KU018,2012,78.4,7.0,110.0,KU018,2012,7.0,KU018,Askola
KU018,2013,77.3,8.4,115.0,KU018,2013,8.4,KU018,Askola
KU018,2014,76.3,9.6,118.0,KU018,2014,9.6,KU018,Askola
KU018,2015,75.7,10.2,125.0,KU018,2015,10.2,KU018,Askola
KU018,2016,76.2,8.8,125.0,KU018,2016,8.8,KU018,Askola
KU018,2017,77.9,7.8,125.0,KU018,2017,7.8,KU018,Askola
KU018,2018,79.1,7.2,122.0,KU018,2018,7.2,KU018,Askola
KU018,2019,79.2,6.8,120.0,KU018,2019,6.8,KU018,Askola
KU018,2020,77.2,10.0,124.0,KU018,2020,10.0,KU018,Askola
KU018,2021,78.5,8.3,121.0,KU018,2021,8.3,KU018,Askola
KU018,2022,80.6,6.8,114.0,KU018,2022,6.8,KU018,Askola
KU018,2023,81.3,7.5,114.0,KU018,2023,7.5,KU018,Askola
KU018,2024,81.3,7.7,115.0,KU018,2024,7.7,KU018,Askola
KU019,1987,75.4,4.2,120.0,KU019,1987,4.2,KU019,Aura
KU019,1988,77.2,2.6,114.0,KU019,1988,2.6,KU019,Aura
KU019,1989,77.8,2.3,111.0,KU019,1989,2.3,KU019,Aura
KU019,1990,77.4,4.0,111.0,KU019,1990,4.0,KU019,Aura
KU019,1991,73.2,9.9,123.0,KU019,1991,9.9,KU019,Aura
KU019,1992,66.6,17.3,145.0,KU019,1992,17.3,KU019,Aura
KU019,1993,63.5,21.3,161.0,KU019,1993,21.3,KU019,Aura
KU019,1994,67.0,16.9,148.0,KU019,1994,16.9,KU019,Aura
KU019,1995,67.8,15.1,143.0,KU019,1995,15.1,KU019,Aura
KU019,1996,68.5,14.2,142.0,KU019,1996,14.2,KU019,Aura
KU019,1997,71.1,12.3,129.0,KU019,1997,12.3,KU019,Aura
KU019,1998,74.6,10.0,117.0,KU019,1998,10.0,KU019,Aura
KU019,1999,73.8,10.5,120.0,KU019,1999,10.5,KU019,Aura
KU019,2000,75.5,8.5,113.0,KU019,2000,8.5,KU019,Aura
KU019,2001,75.3,8.7,113.0,KU019,2001,8.7,KU019,Aura
KU019,2002,76.0,8.5,111.0,KU019,2002,8.5,KU019,Aura
KU019,2003,75.0,9.0,116.0,KU019,2003,9.0,KU019,Aura
KU019,2004,76.4,7.6,113.0,KU019,2004,7.6,KU019,Aura
KU019,2005,76.5,6.3,113.0,KU019,2005,6.3,KU019,Aura
KU019,2006,77.2,6.4,111.0,KU019,2006,6.4,KU019,Aura
KU019,2007,78.2,4.5,107.0,KU019,2007,4.5,KU019,Aura
KU019,2008,77.0,6.0,110.0,KU019,2008,6.0,KU019,Aura
KU019,2009,74.5,9.3,117.0,KU019,2009,9.3,KU019,Aura
KU019,2010,75.8,7.7,113.0,KU019,2010,7.7,KU019,Aura
KU019,2011,77.6,6.5,110.0,KU019,2011,6.5,KU019,Aura
KU019,2012,77.1,7.7,115.0,KU019,2012,7.7,KU019,Aura
KU019,2013,74.8,10.5,123.0,KU019,2013,10.5,KU019,Aura
KU019,2014,73.6,11.1,127.0,KU019,2014,11.1,KU019,Aura
KU019,2015,74.6,10.6,127.0,KU019,2015,10.6,KU019,Aura
KU019,2016,76.4,9.7,124.0,KU019,2016,9.7,KU019,Aura
KU019,2017,78.0,6.7,119.0,KU019,2017,6.7,KU019,Aura
KU019,2018,79.6,6.4,115.0,KU019,2018,6.4,KU019,Aura
KU019,2019,79.9,5.7,115.0,KU019,2019,5.7,KU019,Aura
KU019,2020,78.5,9.4,123.0,KU019,2020,9.4,KU019,Aura
KU019,2021,80.7,6.3,121.0,KU019,2021,6.3,KU019,Aura
KU019,2022,81.5,5.5,120.0,KU019,2022,5.5,KU019,Aura
KU019,2023,80.2,7.0,121.0,KU019,2023,7.0,KU019,Aura
KU019,2024,81.1,7.4,120.0,KU019,2024,7.4,KU019,Aura
KU035,1987,80.6,0.8,94.0,KU035,1987,0.8,KU035,Brändö
KU035,1988,82.9,0.7,91.0,KU035,1988,0.7,KU035,Brändö
KU035,1989,84.5,0.8,98.0,KU035,1989,0.8,KU035,Brändö
KU035,1990,81.7,0.8,107.0,KU035,1990,0.8,KU035,Brändö
KU035,1991,82.5,0.4,105.0,KU035,1991,0.4,KU035,Brändö
KU035,1992,79.7,3.1,112.0,KU035,1992,3.1,KU035,Brändö
KU035,1993,79.5,6.1,115.0,KU035,1993,6.1,KU035,Brändö
KU035,1994,80.8,5.0,115.0,KU035,1994,5.0,KU035,Brändö
KU035,1995,80.6,5.8,120.0,KU035,1995,5.8,KU035,Brändö
KU035,1996,81.5,5.6,121.0,KU035,1996,5.6,KU035,Brändö
KU035,1997,83.1,5.1,117.0,KU035,1997,5.1,KU035,Brändö
KU035,1998,85.9,2.4,109.0,KU035,1998,2.4,KU035,Brändö
KU035,1999,83.6,3.7,115.0,KU035,1999,3.7,KU035,Brändö
KU035,2000,83.5,3.7,115.0,KU035,2000,3.7,KU035,Brändö
KU035,2001,81.7,2.2,118.0,KU035,2001,2.2,KU035,Brändö
KU035,2002,82.2,2.6,119.0,KU035,2002,2.6,KU035,Brändö
KU035,2003,78.0,4.7,128.0,KU035,2003,4.7,KU035,Brändö
KU035,2004,74.1,4.9,141.0,KU035,2004,4.9,KU035,Brändö
KU035,2005,77.1,3.0,131.0,KU035,2005,3.0,KU035,Brändö
KU035,2006,76.4,4.6,129.0,KU035,2006,4.6,KU035,Brändö
KU035,2007,75.8,5.9,124.0,KU035,2007,5.9,KU035,Brändö
KU035,2008,78.9,3.2,111.0,KU035,2008,3.2,KU035,Brändö
KU035,2009,75.2,3.0,113.0,KU035,2009,3.0,KU035,Brändö
KU035,2010,74.7,3.2,117.0,KU035,2010,3.2,KU035,Brändö
KU035,2011,74.7,2.7,112.0,KU035,2011,2.7,KU035,Brändö
KU035,2012,76.4,4.5,118.0,KU035,2012,4.5,KU035,Brändö
KU035,2013,75.3,1.9,124.0,KU035,2013,1.9,KU035,Brändö
KU035,2014,78.8,4.0,114.0,KU035,2014,4.0,KU035,Brändö
KU035,2015,76.4,6.8,123.0,KU035,2015,6.8,KU035,Brändö
KU035,2016,78.6,5.9,121.0,KU035,2016,5.9,KU035,Brändö
KU035,2017,80.8,3.9,120.0,KU035,2017,3.9,KU035,Brändö
KU035,2018,80.3,3.4,118.0,KU035,2018,3.4,KU035,Brändö
KU035,2019,80.9,1.0,117.0,KU035,2019,1.0,KU035,Brändö
KU035,2020,77.1,7.2,120.0,KU035,2020,7.2,KU035,Brändö
KU035,2021,80.8,2.5,112.0,KU035,2021,2.5,KU035,Brändö
KU035,2022,81.7,3.4,111.0,KU035,2022,3.4,KU035,Brändö
KU035,2023,80.7,3.7,120.0,KU035,2023,3.7,KU035,Brändö
KU035,2024,83.3,2.6,104.0,KU035,2024,2.6,KU035,Brändö
KU043,1987,79.5,2.3,115.0,KU043,1987,2.3,KU043,Eckerö
KU043,1988,79.9,1.1,118.0,KU043,1988,1.1,KU043,Eckerö
KU043,1989,81.9,0.8,109.0,KU043,1989,0.8,KU043,Eckerö
KU043,1990,80.9,3.4,116.0,KU043,1990,3.4,KU043,Eckerö
KU043,1991,77.4,6.1,126.0,KU043,1991,6.1,KU043,Eckerö
KU043,1992,73.7,10.0,137.0,KU043,1992,10.0,KU043,Eckerö
KU043,1993,70.5,12.3,151.0,KU043,1993,12.3,KU043,Eckerö
KU043,1994,73.6,9.9,142.0,KU043,1994,9.9,KU043,Eckerö
KU043,1995,72.0,9.6,145.0,KU043,1995,9.6,KU043,Eckerö
KU043,1996,69.5,12.1,156.0,KU043,1996,12.1,KU043,Eckerö
